,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AAEL005285,194.3155451,4.392666289,0.289378714,-15.17964547,4.82E-52,2.87E-50
AAEL005286,30.79981194,-6.227507931,1.084883716,5.740253851,9.45E-09,5.00E-08
AAEL005287,105.6151607,1.784962679,0.248468633,-7.183855186,6.78E-13,5.45E-12
AAEL005288,36.26629134,-1.54583271,0.438728286,3.523439813,0.000425984,0.001221712
AAEL005289,158.2965333,-1.024263253,0.257294355,3.980900599,6.87E-05,0.000221733
AAEL005290,155.0262012,-0.277849915,0.196782388,1.41196536,0.157960161,0.23226985
AAEL005293,122.8766756,-1.942194077,0.280810397,6.916389479,4.63E-12,3.45E-11
AAEL005297,5.870051386,-2.648213573,1.101218224,2.40480362,0.016181158,0.032817759
AAEL005303,95.54088561,0.453439456,0.252198684,-1.797945371,0.072185665,0.121096025
AAEL005305,535.6856004,0.680504102,0.142562635,-4.773369275,1.81E-06,7.29E-06
AAEL005308,209.6977594,-0.275769881,0.194515822,1.417724675,0.156271163,0.230207188
AAEL005309,149.0430559,-1.458469004,0.272915697,5.344027549,9.09E-08,4.31E-07
AAEL005311,88.33684484,0.568996965,0.246383937,-2.309391478,0.020921867,0.0410903
AAEL005312,735.753334,-1.854532804,0.169023449,10.97204453,5.21E-28,1.15E-26
AAEL005313,128.7432219,0.412042275,0.253586471,-1.624859056,0.104192594,0.164565808
AAEL005315,85.08664419,1.302914717,0.374199667,-3.481870331,0.000497925,0.001409452
AAEL005316,16.90751555,4.349579924,0.834931987,-5.209502084,1.89E-07,8.61E-07
AAEL005322,0.640284981,0.570152295,2.5692005,-0.221918178,0.824377579,NA
AAEL005326,90.21672741,-0.123009813,0.265942455,0.462542971,0.643691995,0.717984005
AAEL005329,313.3792894,0.598218284,0.198585874,-3.012390921,0.002591986,0.006360816
AAEL005330,5.034480855,-1.321930352,0.969169039,1.363983267,0.172572832,0.249408277
AAEL005336,448.1694438,-0.564172323,0.182951181,3.083731513,0.00204422,0.005128805
AAEL005339,157.6178861,1.128073246,0.270702863,-4.167201015,3.08E-05,0.000105031
AAEL005341,55.27886148,-0.576776464,0.355715473,1.621454526,0.104920195,0.16548998
AAEL005342,161.999663,1.778847661,0.213450403,-8.333775128,7.83E-17,8.57E-16
AAEL005345,3.837277234,-0.172157443,1.06849851,0.161120901,0.871998179,0.906953756
AAEL005347,157.6806892,2.487695263,0.234372444,-10.6142822,2.56E-26,5.12E-25
AAEL005349,32.11928585,-1.588340441,0.52850819,3.005327964,0.002652946,0.006481821
AAEL005350,0.3865479,-1.79156011,3.884800032,0.461171771,0.644675373,NA
AAEL005353,253.7986268,0.752668932,0.233656575,-3.221261507,0.001276276,0.003335484
AAEL005354,305.4938981,0.284075659,0.21538259,-1.318935106,0.187190809,0.266918686
AAEL005355,136.1026563,-0.225332769,0.219241592,1.027782948,0.304051939,0.397336057
AAEL005356,567.5887623,-0.171937834,0.17193397,1.000022471,0.317299633,0.411209207
AAEL005358,87.87465665,1.706834407,0.311287103,-5.483151701,4.18E-08,2.05E-07
AAEL005363,48.79480812,3.231557739,0.404645695,-7.986141413,1.39E-15,1.41E-14
AAEL005364,12.46831811,-0.659964912,0.617086509,1.069485238,0.284851077,0.376496495
AAEL005367,89.87958724,-0.95905203,0.268071358,3.577599777,0.000346764,0.001006563
AAEL005368,67.4685242,-0.654004335,0.361312308,1.810080422,0.070283317,0.118247046
AAEL005373,6.775795179,3.995426598,1.113481223,-3.588229882,0.000332931,0.000968431
AAEL005374,134.8739572,4.153086405,0.377798575,-10.99285883,4.14E-28,9.17E-27
AAEL005375,7.556591101,1.004425269,0.771319464,-1.302216936,0.192842237,0.27312934
AAEL005377,3.987585033,-1.272326903,1.221290514,1.041788902,0.297509561,0.39029011
AAEL005379,139.1514323,0.640265076,0.229512498,-2.789674126,0.005276112,0.012048421
AAEL005383,53.93701391,-8.910075207,1.217145037,7.320471212,2.47E-13,2.06E-12
AAEL005384,383.4279137,-1.485544043,0.212683524,6.984763143,2.85E-12,2.17E-11
AAEL005386,40.74432814,2.990266086,0.476504389,-6.275421917,3.49E-10,2.17E-09
AAEL005387,0.132319789,-0.359201218,4.080472857,0.088029312,0.929853379,NA
AAEL005388,19.48674197,-0.878427721,0.533113767,1.647730326,0.099408022,0.158358232
AAEL005390,134.6456547,-1.386906552,0.225992286,6.136964134,8.41E-10,5.00E-09
AAEL005391,137.2233835,-0.261989032,0.23879696,1.097120466,0.272588735,0.363913942
AAEL005392,66.76236295,1.823227736,0.298973133,-6.098299589,1.07E-09,6.30E-09
AAEL005395,42.37900827,-2.131476817,0.382152812,5.577551044,2.44E-08,1.23E-07
AAEL005399,105.7340074,2.399078406,0.28019967,-8.56203153,1.11E-17,1.29E-16
AAEL005400,1337.844209,0.096949368,0.141932325,-0.683067571,0.494564146,0.586301558
AAEL005401,568.8224958,-3.220184295,0.184154407,17.48632767,1.82E-68,1.85E-66
AAEL005402,47.06183225,1.174496444,0.421615885,-2.785702546,0.005341186,0.012181022
AAEL005403,100.419283,1.442008087,0.362080101,-3.982566515,6.82E-05,0.000220377
AAEL005405,126.1466373,0.147500424,0.222916327,-0.661685151,0.508173023,0.599115143
AAEL005406,69.76083977,-0.94603125,0.332501403,2.845194761,0.004438428,0.010325395
AAEL005407,114.8798665,1.289712757,0.256495231,-5.028213399,4.95E-07,2.15E-06
AAEL005408,88.13629891,0.233426126,0.307297565,-0.759609423,0.447488085,0.542801291
AAEL005409,21.83679933,4.429980546,0.919709587,-4.816716719,1.46E-06,5.95E-06
AAEL005410,23.40935513,-3.083753847,0.64465184,4.783595818,1.72E-06,6.96E-06
AAEL005411,52.0355444,-1.426466978,0.354921529,4.01910524,5.84E-05,0.000190624
AAEL005412,19.95020291,0.794550325,0.509717864,-1.558804156,0.11904274,0.183947488
AAEL005413,137.0245955,0.252172002,0.234213622,-1.076675215,0.281625389,0.373112726
AAEL005414,737.5977216,2.124879005,0.202527622,-10.49179852,9.42E-26,1.83E-24
AAEL005415,0,#VALUE!,NA,NA,NA,NA
AAEL005417,11.36306898,-1.556946846,0.68486782,2.273353778,0.023004869,0.044707758
AAEL005419,115.8831983,-0.513530067,0.278500395,1.843911448,0.065196046,0.11079562
AAEL005420,2.875169653,-0.099208453,1.487603515,0.066690117,0.946828402,0.963072788
AAEL005422,726.9772932,1.13990432,0.154510096,-7.377539417,1.61E-13,1.36E-12
AAEL005423,107.6725576,0.888836949,0.230402416,-3.857758801,0.000114431,0.000356018
AAEL005425,43.6559786,-3.547555972,0.47347145,7.492650241,6.75E-14,5.93E-13
AAEL005426,84.01075029,-0.102058741,0.251836286,0.405258286,0.685287666,0.754038734
AAEL005428,355.0064311,-9.774226534,1.044775065,9.355340555,8.33E-21,1.21E-19
