,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AAEL000918,4.980594167,0.719775371,0.880670138,0.817304165,0.413754627,0.625735514
AAEL000922,2.56154957,-1.795955644,1.458269578,-1.231566283,0.218111142,0.415638293
AAEL000924,2.537293676,1.017512392,1.200636872,0.847477214,0.396729182,0.60965074
AAEL000925,3.381604836,0.012089627,1.07253114,0.011272052,0.991006394,0.995888433
AAEL000930,44.09097626,-0.906468984,0.399608948,-2.268390106,0.02330544,0.08396813
AAEL000931,58.68447606,-0.967716108,0.3814648,-2.536842475,0.011185727,0.047550663
AAEL000933,3.485359971,1.496343665,1.11321716,1.344161516,0.178896163,0.365144904
AAEL000934,51.54200091,-0.253152959,0.366546436,-0.690643623,0.489789526,0.690572226
AAEL000936,6.167378196,-0.269037029,0.840025965,-0.320272277,0.748761937,0.873139812
AAEL000938,6.850360637,-1.03155679,0.820694297,-1.256931838,0.208778319,0.403842531
AAEL000940,375.5147506,1.919159712,0.336500186,5.703294652,1.18E-08,3.64E-07
AAEL000941,136.2587812,-1.14487895,0.355359413,-3.221749332,0.001274106,0.008776641
AAEL000942,99.58356783,-1.494078243,0.348625284,-4.285627896,1.82E-05,0.000248027
AAEL000943,3.911654375,-1.310853575,1.104002463,-1.18736472,0.23508379,0.436205027
AAEL000944,57.0085967,-1.172138832,0.392356565,-2.9874327,0.002813312,0.01638498
AAEL000947,108.7608161,-1.774101168,0.322519578,-5.500754951,3.78E-08,1.04E-06
AAEL000948,115.5810979,0.103012711,0.322080235,0.319835556,0.749092993,0.873387293
AAEL000949,5.489689905,1.058392594,0.866349444,1.221669386,0.221832678,0.420192045
AAEL000950,124.3266015,-0.024890507,0.30394254,-0.081892147,0.93473248,0.972852411
AAEL000951,814.4160035,-1.023395242,0.285404138,-3.585775762,0.000336078,0.002937183
AAEL000952,2.769622725,-1.167852993,1.32086835,-0.884155482,0.376612286,0.590465082
AAEL000953,20.98319466,0.213486641,0.488772826,0.436780912,0.662270244,0.816048931
AAEL000955,24.30852533,0.189825083,0.48416831,0.392064244,0.695010746,0.836894331
AAEL000956,5.437640025,0.095951438,0.865042253,0.1109211,0.911678913,0.960005733
AAEL000958,49.08946787,-0.447868139,0.412431366,-1.085921625,0.277513668,0.485880291
AAEL000962,2.12856755,1.840863893,1.426069634,1.290865362,0.196750368,NA
AAEL000963,67.33647564,-1.016361794,0.345281391,-2.943575356,0.003244448,0.017959158
AAEL000965,12.71430247,0.22620548,0.596246682,0.379382372,0.704403939,0.843082389
AAEL000967,6.5057219,0.110709808,0.807334615,0.137130015,0.890928028,0.950133634
AAEL000970,32.66469341,1.795795633,0.447303167,4.014717006,5.95E-05,0.000680328
AAEL000978,6.187764988,-0.244352695,0.868424904,-0.281374583,0.778423111,0.891740939
AAEL000980,1.40721718,1.990404997,1.644844966,1.210086688,0.226245631,NA
AAEL000981,3.784701337,0.056893429,1.069989227,0.053171964,0.957594893,0.984514322
AAEL000982,21.38890908,-1.298687404,0.532229618,-2.440088561,0.014683662,0.058400927
AAEL000983,28.16129342,-1.431054307,0.472741924,-3.027136443,0.002468825,0.014704913
AAEL000985,5.374988977,1.507709674,0.904821216,1.666306721,0.095652339,0.237114567
AAEL000986,106.1366743,-0.797479082,0.327387127,-2.435890163,0.014855194,0.058955551
AAEL000987,5415.616675,-0.364441215,0.281763822,-1.293427992,0.195863074,0.387897394
AAEL000993,11.11889455,2.259805684,0.689395644,3.277951789,0.001045633,0.00741035
AAEL000994,17.97247103,0.362173538,0.57968504,0.62477641,0.532117815,0.723543409
AAEL000996,10.05164309,-1.336854394,0.733252069,-1.823185302,0.06827533,0.184901871
AAEL000999,1.917459314,-3.613492145,1.726230926,-2.093284329,0.036323781,NA
AAEL001000,4.298584201,-0.237375526,0.984817159,-0.241035124,0.809527894,0.907985658
AAEL001001,3.185565069,-0.290973688,1.135882968,-0.2561652,0.797823279,0.902570586
AAEL001005,1735.067331,-3.30553987,0.336468628,-9.824214183,8.86E-23,1.67E-20
AAEL001007,5.16582896,-1.028818112,0.947608847,-1.085699141,0.277612121,0.485936911
AAEL001008,5.166222619,0.997924627,0.879203771,1.135032241,0.25636181,0.460996414
AAEL001009,17.23719537,3.220852893,0.609808575,5.281744182,1.28E-07,3.21E-06
AAEL001014,9.083332687,-0.249659378,0.711517424,-0.350883014,0.725676115,0.859307144
AAEL001016,7.438030758,0.150576354,0.772621016,0.194890316,0.845478816,0.92902815
AAEL001020,61.27357886,0.785825511,0.52239637,1.504270619,0.132511701,0.296575357
AAEL001022,223.3248612,1.028830111,0.314208979,3.274349806,0.001059054,0.007484662
AAEL001024,8.151870681,-0.516714843,0.758812324,-0.680952097,0.495901802,0.695985916
AAEL001029,14.86156751,-1.612568213,0.645115977,-2.499656295,0.012431385,0.051331842
AAEL001030,23.88588209,-0.861890028,0.522202047,-1.650491477,0.098842455,0.242649314
AAEL001032,4.77479245,-0.155721275,0.938363971,-0.165949759,0.868196488,0.939997855
AAEL001033,7.255083332,-0.654471546,0.777747906,-0.841495736,0.400070273,0.612607605
AAEL001036,10.85275049,-0.211107273,0.704711016,-0.299565735,0.764508424,0.883552351
AAEL001037,44.98070967,-1.812376759,0.617147312,-2.9367004,0.003317244,0.018249809
AAEL001038,5.584411652,-0.547559793,0.879784381,-0.622379534,0.533692334,0.724793208
AAEL001039,20.53615414,-1.834201725,0.571008696,-3.212213293,0.001317165,0.00897235
AAEL001041,50.15067866,-0.006551469,0.376729794,-0.017390366,0.986125195,0.994260636
AAEL001044,47.91907887,-0.640917391,0.394915662,-1.622922191,0.104606039,0.252166083
AAEL001046,3.293716832,0.050669169,1.107758637,0.045740261,0.963517274,0.986410256
AAEL001047,9.964084963,1.037714806,0.676768936,1.533336935,0.125192859,0.285411759
AAEL001048,25.5255753,-1.293457475,0.504673701,-2.562957953,0.010378462,0.044950909
AAEL001052,168.0620917,-2.829452545,0.368014299,-7.688430997,1.49E-14,1.27E-12
AAEL001054,9.813621207,3.29286405,0.78005472,4.221324435,2.43E-05,0.000320485
AAEL001060,2.045729783,4.262940751,1.752777131,2.432106556,0.01501129,NA
AAEL001061,241.8127976,0.687395217,0.268249631,2.562520645,0.010391541,0.044981052
AAEL001062,5.562341055,-0.293433334,0.923201404,-0.31784325,0.750603842,0.874059062
AAEL001065,21.32774658,-0.421152961,0.534664736,-0.787695415,0.430874888,0.640077785
AAEL001068,2.599051447,-0.396233417,1.226447981,-0.323073969,0.746639224,0.871770976
AAEL001077,83.74614729,-0.085447556,0.355152368,-0.240594078,0.80986974,0.908230484
AAEL001080,6.787827305,-1.278385585,0.865614318,-1.476853557,0.139714896,0.308102157
AAEL001082,2.2427148,1.543601414,1.320167229,1.16924688,0.242304178,NA
AAEL001084,1.354556454,-0.564874226,1.715755251,-0.329227741,0.741983556,NA
AAEL001085,21.31626999,-7.088729302,1.31345887,-5.396993741,6.78E-08,1.80E-06
AAEL001086,2.228500126,0.86683633,1.305581844,0.663946373,0.506724634,NA
