"","A4","B4","C4","F3","G3","H3"
"AAEL022933",11.71332,16.502959,12.094786,25.723132,1e-06,14.239493
"AAEL022934",0,0,0,0,0,0
"AAEL022935",0,0,0,0,0,0
"AAEL022936",5.859207,10,2.631183,13.905635,9,16
"AAEL022937",0,0,0,0,0,0
"AAEL022938",56.287536,46.030736,33.595956,117.100264,100.591502,79.378692
"AAEL022939",0,0,0,0,0,0
"AAEL022940",0,0,0,0,0,1
"AAEL022941",13,13,12,76,43,32
"AAEL022942",3,6.641347,2,5,5,4
"AAEL022943",0,0,0,0,0,0
"AAEL022944",2,2.006713,0,0,0,0
"AAEL022945",0,0,0,0,0,0
"AAEL022946",0,0,0,0,0,0
"AAEL022947",0,0,0,0,0,0
"AAEL022948",0,2,0,0,1,1
"AAEL022949",0,0,0,0,0,0
"AAEL022950",0,0,0,0,0,0
"AAEL022951",0,0,0,0,0,0
"AAEL022952",0,1,0.666667,8.666667,3.333333,6.333333
"AAEL022953",0,0,0,0,0,0
"AAEL022954",0,0,0,0,0,0
"AAEL022955",0,0,0,0,0,0
"AAEL022956",1.261641,0,0,7.240927,0,0
"AAEL022957",0,0,0,0,0,0
"AAEL022958",0,0,0,0,0,0
"AAEL022959",0,0,0,0,0,0
"AAEL022960",0,0,0,0,0,0
"AAEL022961",0,0,0,0,0,0
"AAEL022962",0,0,1.28672,0.5,0,2
"AAEL022963",1,0,0,0,0,0
"AAEL022964",0,0,0,0,0,0
"AAEL022965",0,0,0,0,0,1
"AAEL022966",0,0,0,0,0,0
"AAEL022967",0,0,0,0,0,0
"AAEL022968",0,0,0,0,0,0
"AAEL022969",0,0,0,0,0,0
"AAEL022970",18,14,13,23,24,28
"AAEL022971",0,0,0,0,0,0
"AAEL022972",0,0,0,0,0,0
"AAEL022973",0,0,0,0,0,0
"AAEL022974",1,0,0,0,0,0
"AAEL022975",0,0,0,0,0,0.018087
"AAEL022976",0,0,0,0,0,0
"AAEL022977",16,19,5,943,634,594
"AAEL022978",0,1,0,3,3,0
"AAEL022979",12.556665,20.178206,21.187072,105.517592,80.579868,72.646968
"AAEL022980",3,3,4,6,7,9
"AAEL022981",0,0,0,0,0,0
"AAEL022982",0,1,0,0,0,0
"AAEL022983",0,0,0,0,0,0
"AAEL022984",0,1,2,1,3,1
"AAEL022985",0,0.06075,0.070058,0,0,0.193737
"AAEL022986",0,0,0,0,0,0
"AAEL022987",0,0,0,0,0,0
"AAEL022988",0,0,0,0,0,0
"AAEL022989",0,0,0,0,0,0
"AAEL022990",9,9,6,24,10,11
"AAEL022991",0,0,0,0,0,0
"AAEL022992",1,2.5,2,3,2.5,7.5
"AAEL022993",3.956268,1.316167,0,4.578391,8.08194,2.928623
"AAEL022994",0,0,0,0,0,0
"AAEL022995",7,4,5,0,2,1
"AAEL022996",0,1,2,7,2,5
"AAEL022997",0,0,0,0,0,0
"AAEL022998",0,0,0,0,0,0
"AAEL022999",0,0,0,0,0,0
"AAEL023000",0,0,0,1.11988,4,2.290969
"AAEL023001",0,2,2,2,2,0
"AAEL023002",0,0,0,1,2,0
"AAEL023003",214,278,222,162,178,140
"AAEL023004",0,0,0,0,0,0
"AAEL023005",0,0,0,0,0,0
"AAEL023006",1,4,1,3,2.457195,2
"AAEL023007",0,0,0,0,0,0
"AAEL023008",0,0,0,0,0,0
"AAEL023009",0,0,0,0,0,0
"AAEL023010",5.785172,9,4.7434,22,11.758049,14.347602
"AAEL023011",0,0,0,0,0,0
"AAEL023012",1,1,0,1,0,0
"AAEL023013",0,0,0,0,0,0
"AAEL023014",2,0,1,11,5,2
"AAEL023015",0,0,0,0,0,0
"AAEL023016",0,4,0,0,0,0
"AAEL023017",0,0,0,0,0,0
"AAEL023018",0,0,0,0,0,0
"AAEL023019",73,87,77,125,119,111
"AAEL023020",0,0,0,0,0,0
"AAEL023021",0,0,0,0,0,0
"AAEL023022",39,55,56,208,131,160
"AAEL023023",3.541381,4.09439,5.5,5.584666,2.648347,4.83939
"AAEL023024",0,0,0,0,0,0
"AAEL023025",0,0,0,0,0,0
"AAEL023026",4,1,1,6.132156,0,4
"AAEL023027",0,0,0,0,0,0
"AAEL023028",44,21,21,81,87,64
"AAEL023029",0,0,0,0,0,0
"AAEL023030",0,0,0,0,0,0
"AAEL023031",0,0,0,0,0,0
"AAEL023032",1,0,0,0,0,0
"AAEL023033",0,0,0,0,1,0
"AAEL023034",0,0,0,0,0,0
"AAEL023035",0,0,0,0,0,0
"AAEL023036",0,0,0,0,0,0
"AAEL023037",35,38,27,139,123,100
"AAEL023038",1,1.333333,0.333333,1.666667,1.333333,1.666667
"AAEL023039",3.29205,1,2,8.737362,7.663229,4.795854
"AAEL023040",0,0,0,0,1,0
"AAEL023041",0,0,0,0,0,0
"AAEL023042",2,0,1,2,1,4
"AAEL023043",0.999956,0,0,6.089894,0,0.006257
"AAEL023044",0,1,0,6,2,2.009211
"AAEL023045",0,0,0,0,0,0
"AAEL023046",11,25,29,30,18,18
"AAEL023047",0,0,0,0,0,0
"AAEL023048",0,0,0,0,0,0
"AAEL023049",0,0,0,0,0,0
"AAEL023050",0,1.150684,0.150684,10.853565,5.473071,0
"AAEL023051",0,0,0,0,0,0
"AAEL023052",0,0,0,0,0,0
"AAEL023053",2.999955,7.999871,7.999874,22.999955,20.999269,14.999519
"AAEL023054",0,0,0,0,0,0
"AAEL023055",0,0,0,0,0,0
"AAEL023056",4,4,2,0,0,0
"AAEL023057",4,3,6,12,6,11
"AAEL023058",1,2,3,3,0,3
"AAEL023059",0,0,0,0,0,0
"AAEL023060",4,2,1,2,2,4
"AAEL023061",0,0,0,0,0,0
"AAEL023062",0,0,0,0,0,0
"AAEL023063",0,1,0,0,0,0
"AAEL023064",0,0,0,0,0,0
"AAEL023065",0,1,0,0,0,0
"AAEL023066",0,0,0,0,0,0
"AAEL023067",0,0,0,0,0,0
"AAEL023068",4,1,0,11,14,13
"AAEL023069",224,266,221,691,553,463
"AAEL023070",0.793335,0.846041,0.549458,0.261561,0.966417,0.818748
"AAEL023071",0,0,0,0,0,0
"AAEL023072",0,0,0,0,0,0
"AAEL023073",0.43328,0.4,0.43328,0.2,0.64992,0.2
"AAEL023074",0,0,0,0,0,0
"AAEL023075",0,0,0,0,0,0
"AAEL023076",1,4,1,5,14,10
"AAEL023077",22,23,22,54.83873,58,47
"AAEL023078",216,115.5,114,264,223.5,162.5
"AAEL023079",0,0,0,0,0,0
"AAEL023080",1.039174,0.992976,1.986088,3.011341,2.970307,1.00958
"AAEL023081",0,0,0,0,0,0
"AAEL023082",9,27.982361,17.994269,44,26.866514,25.1822
"AAEL023083",0,0,0,0,0,0
"AAEL023084",0,0,0,0,0,0
"AAEL023085",16,18,11,21,20,19
"AAEL023086",0,0,0,1,0,0
"AAEL023087",0,1,0,1.518851,0,0.536552
"AAEL023088",0,8,3.5994,9.01139,11,0
"AAEL023089",1,0,0,0,0,0
"AAEL023090",0,0,0,0,0,0
"AAEL023091",0,0,0,0,0,0
"AAEL023092",0.328677,0,0,0,0,0
"AAEL023093",0,0,0,0,0,0
"AAEL023094",0,1,0,0,0,0
"AAEL023095",4,4,7,9,13,6
"AAEL023096",3,0,0,5,1,6
"AAEL023097",0,0,1,0,0,1
"AAEL023098",147,301,244,283,243,202
"AAEL023099",0,1,1,0,0,0
"AAEL023100",0,0,0,0,0,2
"AAEL023101",0,0,0,0,0,0
"AAEL023102",0,0,0,0,0,0
"AAEL023103",0,0,0,0,0,0
"AAEL023104",0,0.999999,2,6,7,4
"AAEL023105",0,0,0,0,0,0
"AAEL023106",1,0,1,1,0,1
"AAEL023107",4,2,12,69,47,43
"AAEL023108",0,0,0,0,0,0
"AAEL023109",0.002859,0,0.002956,0,0,0
"AAEL023110",0,0,0,0,0,0
"AAEL023111",0,0,0,0.999999,0,0.999989
"AAEL023112",0,1,0,15,25,7
"AAEL023113",0,0,0,1,0,0
"AAEL023114",190,181,183,14,29,20
"AAEL023115",8.162657,14.670898,8.969919,41.838297,29.559282,29.624104
"AAEL023116",0,0,0,0,0,0
"AAEL023117",0,0,0,0,0,0
"AAEL023118",0,0,0,0,0,0
"AAEL023119",0,0,0,0,0,0
"AAEL023120",0,0,0,0,0,0
"AAEL023121",0,0,0,0,0,0
"AAEL023122",2.526866,0,1,7.004394,0,0
"AAEL023123",5,1,3,4,0,3
"AAEL023124",0,0,0,0,0,0
"AAEL023125",0,0,0,0,0,0
"AAEL023126",1.509146,5.792359,3.981227,21.693899,15.091463,13.486223
"AAEL023127",0,0,0,1,0,0
"AAEL023128",15.826314,41.798898,48.762672,71.51287,75.252153,41.853635
"AAEL023129",0,0,0,0,0,0
"AAEL023130",0,0,0,0,0,0
"AAEL023131",0,0,0,0,0,0
"AAEL023132",23,27,13,0,0,0
"AAEL023133",0,2,1,0,2,4
"AAEL023134",0,0,1,0,1,3
"AAEL023135",0,0,0,0,0,0
"AAEL023136",0,0,2,0,0,3
"AAEL023137",0,0,0,0,0,0
"AAEL023138",0,0,0,0,0,0
"AAEL023139",0,2,1,3,1,0
"AAEL023140",0,0,1,2,0,0
"AAEL023141",0,0,0,0,0,1
"AAEL023142",0,0,0,0,0,0
"AAEL023143",3,8,9.992514,13.991399,10.997274,21.996372
"AAEL023144",2,1,5,14,9,6
"AAEL023145",0,0,0,0,0,0
"AAEL023146",0,0,0,0,0,0
"AAEL023147",1,6,1,4,1,8
"AAEL023148",27,20,11,72,39,83
"AAEL023149",0,1,0,0,0,0
"AAEL023150",0,0,0,0,0,0
"AAEL023151",15,16,11,84,60,56
"AAEL023152",0,0,0,0,0,0
"AAEL023153",0,0,0,0,0,0
"AAEL023154",0,0,0,0,0,0
"AAEL023155",0,0,0,0,0,0
"AAEL023156",4,5.584274,5,6,6,4
"AAEL023157",0,1.463798,0,8.956954,7.358056,0
"AAEL023158",7,5,6,11,8,4
"AAEL023159",26,15.000001,20.999999,12,12.999999,6
"AAEL023160",0,0,0,0,0,0
"AAEL023161",0,0,0,0,0,0
"AAEL023162",0,0,0,2,1,1
"AAEL023163",2.492651,0,5.981238,1.655297,0,0
"AAEL023164",3,1,0,5,2,1
"AAEL023165",0,0,0,0,0,0
"AAEL023166",18,27,31,78,58,39
"AAEL023167",0,0,0,0,0,0
"AAEL023168",0,0,0,0,0,0
"AAEL023169",35,57,41,89,65,76
"AAEL023170",5,16,1,5,2,4
"AAEL023171",0,0,0,3,1,0
"AAEL023172",5,3,7,11.259961,12.896817,11
"AAEL023173",0,0,0,0,0,0
"AAEL023174",0,0,0,0,0,0
"AAEL023175",2,0.880702,0,0,0,0
"AAEL023176",0,0,0,0,0,0
"AAEL023177",0,0,0,0,0,0
"AAEL023178",0,0,0,0,0,0
"AAEL023179",10.224235,5.074745,10.074745,4,2.074745,7
"AAEL023180",0,0,0,0,0,0
"AAEL023181",490,328.5,376,1377.0098,1564,992.005348
"AAEL023182",54,123,129,204.000001,205,147
"AAEL023183",1,1,2,7,6,3
"AAEL023184",0,0,0,1,0,0
"AAEL023185",0,0,0,0,0,0
"AAEL023186",15,12,9,25,31.737044,23
"AAEL023187",4,19,7,16,10,12
"AAEL023188",65,48,44,303,256,185
"AAEL023189",0,0,0,0,0,0
"AAEL023190",0,0,0,0.988007,0,0
"AAEL023191",0,0,0,0,0,0
"AAEL023192",0.00364,0.003768,0,0.002861,0.011673,0.019491
"AAEL023193",37,55,40,166,144,107
"AAEL023194",2,4,9,12,9,13
"AAEL023195",0,0,0,1,0.891488,0
"AAEL023196",1,0,0,0,1,0
"AAEL023197",0,15,8,9,6,7
"AAEL023198",0,0,0,1,0,0
"AAEL023199",0,0,0,0,0,1
"AAEL023200",0,0,0,0,0,0
"AAEL023201",0,0,1,1,0,0
"AAEL023202",2.197404,2.765152,1.655528,6.113497,6.014973,5.565017
"AAEL023203",0,0,0,0,0,0
"AAEL023204",1,1,0,1,0,2
"AAEL023205",2.163858,2.163858,4.327716,5,7,1
"AAEL023206",0,0,0,0,0,0
"AAEL023207",0,0,0,0,0,0
"AAEL023208",2,7,0,12,3,6
"AAEL023209",29.385965,41,18,111,57,71.716711
"AAEL023210",10.720132,25.397538,18.238428,51.690366,30.196487,27.470017
"AAEL023211",2,3.874779,5.449713,14.792235,5,4.964757
"AAEL023212",0,0,0,0,0,0
"AAEL023213",0,1.999622,2.999442,11.999556,1.999311,4.998384
"AAEL023214",0,0,0,1,0,0
"AAEL023215",0,0,0,0,0,0
"AAEL023217",9,12,9,20,10,16
"AAEL023218",0,0,0,0,0,0
"AAEL023219",63,127,143,98,96,132
"AAEL023220",1,0,0,1,0,0
"AAEL023221",1,6,9,10,9,5
"AAEL023222",0,0,0,1,1,0
"AAEL023223",9.721567,69.995685,18.89141,0,0,3.946826
"AAEL023224",0,0,0,0,0,0
"AAEL023225",0,0,0,0,0,0
"AAEL023226",0.007148,0.007024,0.013912,0.008305,0.029693,0.009741
"AAEL023227",10.743855,18.430334,12.345529,19.222329,11.248358,15.430587
"AAEL023228",0,0,0,0,0,0
"AAEL023229",0,0,0,7,6,5
"AAEL023230",3.089079,3,6,16.635452,10.141184,7.699684
"AAEL023231",0,0,0,0,0,0
"AAEL023232",0,0,0,0,0,0
"AAEL023233",0,0,0,0,0,0
"AAEL023234",6.84619,0,0,32.4446,0,34.192463
"AAEL023235",0,0,0,0,0,0
"AAEL023236",0,0,0,0,0,0
"AAEL023237",0,0,0,0,0,0
"AAEL023238",0,0,0,0,0,0
"AAEL023239",0,0,0,0,0,0
"AAEL023240",5,8,2,30.311617,29.579657,21
"AAEL023241",0,0,0,1,0,0
"AAEL023242",30,38,21,134,113,92
"AAEL023243",0,0,0,0,0,0
"AAEL023244",1.842105,0,0,0.763157,1.763157,0
"AAEL023245",0,0,0,0,0,0
"AAEL023246",0,0,0,4,5,2
"AAEL023247",2,2,1,5.067013,2,1
"AAEL023248",0,0,0,0,0,0
"AAEL023249",0,0,0,0,0,0
"AAEL023250",0,0,0,0,0,0
"AAEL023251",0,2,1,1,1,2
"AAEL023252",4,0,1,1,3,3
"AAEL023253",0,0,0,2,1,0
"AAEL023254",0,0,0,0,0,0
"AAEL023255",14,29,14,27,16,8
"AAEL023256",0,0,0,0,0,0.333333
"AAEL023257",0,0,0,0,0,0
"AAEL023258",11,15,13,11,14,12
"AAEL023259",0,0,0,0,0,0
"AAEL023260",0,0,2,2,0,2.313271
"AAEL023261",1,0,0,3,0,2
"AAEL023262",0,0,0,0,0,0
"AAEL023263",0,0,0,0,0,0
"AAEL023264",0,1,0,0,0,0
"AAEL023265",0.336539,2.029331,0.273911,25.920694,16.158733,19.21931
"AAEL023266",0,0,1.000001,0,0,0
"AAEL023267",0,0,0,0,0,0
"AAEL023268",0,0,0,0,1,0
"AAEL023269",0,0,0,0.5,0,0
"AAEL023270",0,0,0,0,0,0
"AAEL023271",48,53,55,0,1,3
"AAEL023272",0,0,0,0,0,0
"AAEL023273",0,0,0,0,0,0
"AAEL023274",0,0,0,1,0,0
"AAEL023275",0,0,0,0,0,0
"AAEL023276",0,0,1,2,0,2
"AAEL023277",0,0,0,0,0,0
"AAEL023278",0,0,0,0,0,0
"AAEL023279",9,30,27,16,11,15
"AAEL023280",5,3,5,10,10,9
"AAEL023281",0,0,0,0,0,0
"AAEL023282",25,22,24,51.801347,61,35
"AAEL023283",0,1,0,1.98092,0,0
"AAEL023284",0,0,0,0,0.300835,0.148707
"AAEL023285",0,0,0,0,0,0
"AAEL023286",0,1,3,3,6,4
"AAEL023287",0,0,0,0,0.554256,0
"AAEL023288",0,0,0,1,0,0
"AAEL023289",4,2,2,8,19,7
"AAEL023290",0,0,0,0,0,0
"AAEL023291",0,0,0,0,0,0
"AAEL023292",0,1,0,0,1,1
"AAEL023293",0,0,0,0,0,0
"AAEL023294",116.821385,186.750295,147.164986,579.37595,570.107707,512.455464
"AAEL023295",0,0,0,0,0,0
"AAEL023296",4.173686,13.201102,8.237328,20.48713,12.706865,4.146365
"AAEL023297",0,0,0,0,0,0
"AAEL023298",0,0,2.664886,0,0,0
"AAEL023299",0,0,0,0,0,0
"AAEL023300",0,1,1,3,1,1
"AAEL023301",0,0,0,0,0,0
"AAEL023302",0,0,0,0,0,1.121049
"AAEL023303",0,0,0,0,0,0
"AAEL023304",0,0,0,0,0,1.404106
"AAEL023305",0,0,0,0,0,0
"AAEL023306",6.547781,5.80238,9.589478,48.559075,18.847188,23.632747
"AAEL023307",0,0,0,0,0,0
"AAEL023308",0,0,0,0,0,0
"AAEL023309",1,0,1,3,1,0
"AAEL023310",0,0,0,0,0,0
"AAEL023311",0,0,0,0,0,0
"AAEL023312",2,0,0,0,1,0.046746
"AAEL023313",0,0,0,0,0,0
"AAEL023314",0,0,0,0,0,0
"AAEL023315",0,0,0,0,0,0
"AAEL023316",0,0,0,0,0,0
"AAEL023317",0,0,0,0,0,0
"AAEL023318",5,3,3,1,1,1
"AAEL023319",0,0,0,0,0,0
"AAEL023320",0,0,0,0,0,0
"AAEL023321",0,0,0,0,0,0
"AAEL023322",0,0,0,0,0,0
"AAEL023323",25,19,19,78,62,50
"AAEL023324",1,0,0,0,0,0
"AAEL023325",6,6,4,6,5,2
"AAEL023326",0,0,0,0,0,0
"AAEL023327",9.256775,29.255485,20.663505,44.406776,25.86017,27.27703
"AAEL023328",0,0,0,0,0,0
"AAEL023329",1,1,0,4,0,1
"AAEL023330",22,38,11,132,89,70
"AAEL023331",0,0,0,0,0,0
"AAEL023332",29.999999,31,37,89.000001,65,80
"AAEL023333",0,0,0,0,0,0
"AAEL023334",0,0,0,0,0,0
"AAEL023335",12,6,10,11,13,11
"AAEL023336",1,0,0,1,1,1
"AAEL023337",0,1,1,0.75437,2.75437,2
"AAEL023338",0,2,0,0,0,0
"AAEL023339",3,1.012627,4.108992,5.067046,1.535656,1.014164
"AAEL023340",0,0,0,0,0,0.004058
"AAEL023341",0,0,0,1,0,0
"AAEL023342",0,0,0,2,4,3
"AAEL023343",0,0,0,0,0,0.818984
"AAEL023344",2,3,1,2.703783,6,0
"AAEL023345",0,1,0,0,0,0
"AAEL023346",0,0,0,0,0,0
"AAEL023347",62,61,88,186,148,142
"AAEL023348",16,7,11,7,1,6
"AAEL023349",0,0,0,22.862647,10.484431,17.052878
"AAEL023350",0,0,0,0,0,0
"AAEL023351",0,0,0,0,0,0
"AAEL023352",0,1,0,0,0,0
"AAEL023353",0,0,3,4,0,1
"AAEL023354",0,0,0,0,0,0
"AAEL023355",0,0,0,0,0,0
"AAEL023356",0,0,0,0,0,0
"AAEL023357",0,0,0,0,1,0
"AAEL023358",0,0,0,0,0,0
"AAEL023359",0,0,0,0,0,0
"AAEL023360",0,0,0,0,0,0
"AAEL023361",0,0,0,0,0,0
"AAEL023362",1,0,1,0,0,0
"AAEL023363",0,0,0,0,0,0
"AAEL023364",0,0,0,1,0,1
"AAEL023365",25,31,23,85,75,57
"AAEL023366",0,0,0,1.893939,0,0
"AAEL023367",1,4,1,1,1,3
"AAEL023368",0,0,0,0,0,0
"AAEL023369",0,0,2,0,0,0
"AAEL023370",0,0,0,0,0,0
"AAEL023371",0,0,0,0,1.891415,0
"AAEL023372",0,0,0,0,0,0
"AAEL023373",1,2,3,1,2,2
"AAEL023374",0,0,1,1,0,1
"AAEL023375",0,0,0,0,0,0
"AAEL023376",1,0,3,8,19,15
"AAEL023377",0,0,1,3,1,1
"AAEL023378",0,0,0,0,0,0
"AAEL023379",0,0,0,0,0,0
"AAEL023380",0,0,0,0,0,0
"AAEL023381",0,1,1,2,4,1
"AAEL023382",27,33,22,66,50,38
"AAEL023383",0,0,0,0,0,0
"AAEL023384",16,11,18,0,1,0
"AAEL023385",0,0,0,0,0,0
"AAEL023386",4,2,2,9,7,10
"AAEL023387",0,0,0,0,3,6
"AAEL023388",0,1,0,0,1,0
"AAEL023389",0,0,1.58107,1,0,0
"AAEL023390",0,0,0,0,0,0
"AAEL023391",12,11,5,30,26,24
"AAEL023392",1,0,1,4,7,6
"AAEL023393",8.899784,16.458314,9.888337,52.067326,44.821876,38.518119
"AAEL023394",0,0,0,1,0,1
"AAEL023395",24.927897,18.682027,59.26168,32.981953,32.62736,30.572325
"AAEL023396",0,0.000277,0.000137,0.000117,0,0.000231
"AAEL023397",0,0,0,0,0,0
"AAEL023398",0,0,0,0,0,0
"AAEL023399",6,2,0,8,4,4
"AAEL023400",0,0,0,0,0,0
"AAEL023401",1,0,0,1,0,0
"AAEL023402",0,2,1,1,1,0
"AAEL023403",0,0,0,1.001031,1,0
"AAEL023404",0,0,0,0,0,0
"AAEL023405",0,1,3,7,7,5
"AAEL023406",0,0,0,1,1,0
"AAEL023407",1,9,5,22.631043,11.610496,9.330738
"AAEL023408",0,0,0,0,0,0
"AAEL023409",1,0,0,0,0,1
"AAEL023410",0,0,0,0,0,0
"AAEL023411",0,0,0,0,1,0
"AAEL023412",2.790326,3.848069,2.787168,9.48458,14.647744,3.091872
"AAEL023413",2,1,2,3,0,0
"AAEL023414",0,0,0,0,0,0
"AAEL023415",0,0,0,0,0,0
"AAEL023416",0,0,0,0,0,0
"AAEL023417",0,0,0,0,0,0.5
"AAEL023418",0,0,0,0,0,0
"AAEL023419",0,0,2.099741,0,0,7.349049
"AAEL023420",0,0,0,0,0,0
"AAEL023421",0,0,0,1,0,0
"AAEL023422",0,1,0,2,3,1.775859
"AAEL023423",0,0,0,0,2,1
"AAEL023424",0,0,0,0,0,0
"AAEL023425",1,0,0,0,0,0
"AAEL023426",1.129453,0,0,0,0,0
"AAEL023427",0,2,0,0,0,0
"AAEL023428",2,0,0,11,5,13
"AAEL023429",1,0,0,0,1.585645,0
"AAEL023430",0,0,0,0,0,0
"AAEL023431",2,2,0,4,1,2
"AAEL023432",0,0,0,0,0,0
"AAEL023433",0,0,0,0,1,1
"AAEL023434",0,0,0,1,0,0
"AAEL023435",0,0,0,0,0,0
"AAEL023436",0,0,0,0,0,0.333333
"AAEL023437",1,1,5,1,3,6
"AAEL023438",0,0,0,0,1,0
"AAEL023439",4.31254,3,3,5.573278,4.445731,4.5087
"AAEL023440",0,0,0,0,0,0
"AAEL023441",20,17,12,25,18.000001,16
"AAEL023442",0,0,0,0,0,0
"AAEL023443",0,1,0,2,0,3
"AAEL023444",27,56,17,87,74,76
"AAEL023445",0,0,0,0,0,0
"AAEL023446",0,1.480436,1.818116,3.482741,0.87443,4.874426
"AAEL023447",0,0,0.10256,0,0,0
"AAEL023448",0,0,0,0,0,3
"AAEL023449",11,11,4,10,8,8
"AAEL023450",0,0,0,2,0,1
"AAEL023451",2,2,2,2.237963,2,1.914248
"AAEL023452",0,0,0,2,0,0.99964
"AAEL023453",0,0,0,0,0,0
"AAEL023454",0,0,0,0,0,0
"AAEL023455",41,55,53,59,22,25
"AAEL023456",0,1,0,0,1,0
"AAEL023457",0,0,0,0,0,0
"AAEL023458",0,0,0,1,0,0
"AAEL023459",0,0,0,0,1,0
"AAEL023460",0,0,0,1,0,0
"AAEL023461",0,0,0,0,0,0
"AAEL023462",0,0,0,0,1,0
"AAEL023463",1,1,0,0,1,0
"AAEL023464",0,0,0,0,0,0
"AAEL023465",2.62616,9,3,13,6,11
"AAEL023466",0,0,0,0,0,0
"AAEL023467",17,28,23,39,43,32
"AAEL023468",9.881046,0,0,34.639295,11.867893,30.421911
"AAEL023469",2.998523,1.999753,2.999635,0,0,2.999349
"AAEL023470",1,0,0,1,1,0
"AAEL023471",0,0,0,0,0,0
"AAEL023472",1,2,0,1,2,1
"AAEL023473",0,0,0,0,0,0
"AAEL023474",0,0,0,0,0,0
"AAEL023475",3,5,1,7,0,4
"AAEL023476",0,0,0,0,0,0
"AAEL023477",0,0,0,0,0,0
"AAEL023478",0,1,0,7,6,0
"AAEL023479",0,0,0,0,0,0
"AAEL023480",0,0,0,0,0,0
"AAEL023481",0,0,0,0,0,0
"AAEL023482",0,0,0,2,0,0
"AAEL023483",1,1,0,1,1,1
"AAEL023484",1,0,0,0,0,0
"AAEL023485",0,0,0,0,0,0
"AAEL023486",157.366669,311.555557,127.900003,838.033339,803.366669,688.477782
"AAEL023487",0,0,0,0,0,0
"AAEL023488",60,45.000001,42,83,93,91
"AAEL023489",0,0,0,0,0,0
"AAEL023490",5,9,13,2282,2025,2535
"AAEL023491",29,14,30.859385,55.338719,54.422442,38.747224
"AAEL023492",0,0,1,1,0,0
"AAEL023493",0.830714,0.457679,1,0,0.830714,4.288393
"AAEL023494",11,27,13,60,65,42
"AAEL023495",0,0,0,0,0,0
"AAEL023496",0,3,0,2,0,2.973801
"AAEL023497",39,44,28,90,73,66
"AAEL023498",0,0,0,0,0,0
"AAEL023499",0,0,0,0,0,0
"AAEL023500",184,193,138.890938,302.978674,238.960046,216
"AAEL023501",3,1,3,8.725112,7,2.102971
"AAEL023502",0,0,0,0,0,0
"AAEL023503",0,0,0,0,0,0
"AAEL023504",0,0,0,0,0,0
"AAEL023505",0,0,1,0,0,0
"AAEL023506",16,8,5,47,25,19
"AAEL023507",0,0,0,0,0,0
"AAEL023508",6,8,7,17,10,18
"AAEL023509",1.215898,0,0,5.172739,2.583623,1.406308
"AAEL023510",4,6,2,3,3,3
"AAEL023511",10,19,9,70,26,29
"AAEL023512",22,43.999998,64.999999,99,85,93.999999
"AAEL023513",1,1,0,2,4,1
"AAEL023514",0,0,0,0,0,1
"AAEL023515",0,0,0,0,0,0
"AAEL023516",56.446528,27.781829,14.294666,83.258753,59.122263,42.878704
"AAEL023517",1,0,0,1,2,1
"AAEL023518",0,0,0,0,0,0
"AAEL023519",0,0,0,0,0,0
"AAEL023520",0,0,1.5,1,0.863112,0.5
"AAEL023521",210,251,153,376,251,284
"AAEL023522",2,0,0,1,0,0
"AAEL023523",27,37,32,80,97,83
"AAEL023524",1,4,3,4,3,6
"AAEL023525",2,2,1,254,360,328
"AAEL023526",0,0,0,0,0,0
"AAEL023527",0,4,1,0,0,0
"AAEL023528",5.00069,2.000376,3,2.000204,1.000271,3.000552
"AAEL023529",5,21,4,47,22,30
"AAEL023530",28,23,7,23.157599,30.973186,34.059968
"AAEL023532",0,6,2,0,1,3
"AAEL023533",1.4e-05,0,1.4e-05,0,3.2e-05,0.000118
"AAEL023534",2.123293,2.479085,1,16.189537,4.359632,3.016051
"AAEL023535",0,0,0,0,0,0
"AAEL023536",0,0,0,0,0,0
"AAEL023537",0,0,0,0,0,0
"AAEL023538",0,0,0,0,0,0
"AAEL023539",0,0,0,0,0,0
"AAEL023540",0,0,0,0,0,0
"AAEL023541",0,0,0,1.245119,1.161319,0
"AAEL023542",0,0,0,0,0,0
"AAEL023543",33,47,26,128.046835,111.665562,96.808307
"AAEL023544",1,0,2,0,1,0
"AAEL023545",0,0,0,0,0,0
"AAEL023546",0,0,0,0,0,0
"AAEL023547",45,63.000001,49,241.000001,196.000001,191
"AAEL023548",0,0,0,0,0,0
"AAEL023549",2.820048,1.142831,0,17.007103,12.703699,13.399399
"AAEL023550",0,0,0,0,0.002923,0
"AAEL023551",3,0,1,0,0,3
"AAEL023552",12,3.832278,6.380166,13.745732,8.982456,5.615407
"AAEL023553",0,0,0,0,0,0
"AAEL023554",0,0,0,0,0,0
"AAEL023555",0,0,0,0,0,0
"AAEL023556",0,0,0,0,0,0
"AAEL023557",0,0,0,0,0,0
"AAEL023558",0,0,0,0,0,0
"AAEL023559",844.921069,230.490445,587.157589,2,2.895918,4
"AAEL023560",3,8,15,5,11,13
"AAEL023561",1,4,1,9,13,11
"AAEL023562",2,2,0,5,0,2
"AAEL023563",0,0,0,0,0,0
"AAEL023564",1,0,0,0,0,0
"AAEL023565",0,0,0,0,0,1
"AAEL023566",1,0,0,0,0,1
"AAEL023567",0,0,0,0,0,0
"AAEL023568",0,2,0,1,0,2
"AAEL023569",0,0,0,0,0,0
"AAEL023570",0,0,0,0,0,0
