"","A4","B4","C4","F3","G3","H3"
"AAEL006825",0,0,0,0,0,1
"AAEL006826",0,0,0,1,0,0
"AAEL006827",0,0,0,6,14,3
"AAEL006829",763,739,591,1079,1388,786
"AAEL006830",0,1,2,0,0,1
"AAEL006832",2,3,2,38,47,27
"AAEL006833",110,121,123,296,244,227
"AAEL006834",295,267,268,45,73,53
"AAEL006835",2,3,0,42,40,27
"AAEL006836",18,14,18,42,32,31
"AAEL006838",11,8,14,19,17,17
"AAEL006839",10,30,7,34,25,32
"AAEL006841",0,0,0,0,0,0
"AAEL006843",10,6,19,18,20,15
"AAEL006844",0,0,0,0,0,1
"AAEL006845",4,10,7,33.683856,27.390731,30.621523
"AAEL006847",32,39,36,115.316144,75.609269,76.378477
"AAEL006848",22,16,3,22,23,8
"AAEL006854",3.337105,7.715888,5.255006,10.022721,8.316474,16.685526
"AAEL006855",9,29,12,191,129,171
"AAEL006856",4.209674,5.151931,11.212832,24.51542,5.352256,10.908128
"AAEL006858",3,2,1,13,6,4
"AAEL006859",19,24,13,32,33,30
"AAEL006860",6205,4616,4076,3847,3260,2530
"AAEL006862",49,82,37,129,141,161
"AAEL006863",51,27,7,102,74,52
"AAEL006864",6,8,15,22,11,15
"AAEL006865",7,13,5,22,14,9
"AAEL006867",10,6,9,36,28,31
"AAEL006870",8,8,5,22,15.622234,15.210864
"AAEL006871",5,6,3,7,6,9
"AAEL006872",152,127,80,539,369,406
"AAEL006876",38,235.999999,188.999999,202,176,232.999999
"AAEL006879",36,54,67,144,136,136
"AAEL006880",11,12,13,64,73,67
"AAEL006881",1,5,1,14,7,14
"AAEL006882",0,2,2,4,5,6
"AAEL006883",14,7,3,48,23,21
"AAEL006884",0,0,0,0,0,2
"AAEL006885",937,959.999999,878,4856,3656,4097
"AAEL006886",15,15,20,237,163,185
"AAEL006887",14,10,10,96,50,49
"AAEL006888",0,0,0,0,0,0
"AAEL006890",1,1,1,1,3,3
"AAEL006892",2,3,3,8,2,5
"AAEL006895",17,24,15,56,40,59
"AAEL006899",10,12,10,22,15,13
"AAEL006900",9,5,1,14,15,6
"AAEL006902",8537,8377,9271,39,100,102
"AAEL006903",468,369,354,24,30,9
"AAEL006904",206,281,227,741,695,423
"AAEL006905",0,2,0,1,0,3
"AAEL006906",0.43328,0.4,0.43328,0.2,0.64992,0.2
"AAEL006907",0,0,0,0,0,0
"AAEL006908",30,29,18,54,55,39
"AAEL006909",0,0,0,0,0,2
"AAEL006910",39,39,61,78,75,58
"AAEL006912",47,36,13,169,107,79
"AAEL006915",106,93,72,261,202,158
"AAEL006917",20,17,18,69,55,38
"AAEL006918",16,17,4,49,45,36
"AAEL006919",0,0,0,0,1,0
"AAEL006920",0,0,0,0,0,1
"AAEL006921",4,2,3,56,23,19
"AAEL006922",85,125,118,351,245,272
"AAEL006923",8,8,7,32,11,12
"AAEL006924",0,0,0,0,0,0
"AAEL006928",117,150,53,244,208,189
"AAEL006929",19,34,13,73,64,63
"AAEL006930",0,0,0,0,0,1
"AAEL006932",1,0,0,0,0,1
"AAEL006934",22,34,25,76,63,52
"AAEL006936",3,4,2.157293,1,3,3.086641
"AAEL006937",14,22,19,41,36,34
"AAEL006938",0,1,0,5,2,3
"AAEL006944",0,0,0,0,0,0
"AAEL006945",13,10,13,46,30,27
"AAEL006946",98,160,72,263,216,134
"AAEL006947",1,0,0,2,1,1
"AAEL006948",11.398673,22.07427,8.964092,51.584977,42.915625,28.297746
"AAEL006949",22,12,15.842707,24,31,24.913358
"AAEL006950",9,8,10,25,22,21
"AAEL006951",71.000001,94,70,156,152,141
"AAEL006953",5,0,7,9465.910302,3822.427637,3326.027713
"AAEL006955",0,0,0,0,0,1
"AAEL006956",56,104,103,226,148,149
"AAEL006957",0,0,1,0,0,0
"AAEL006958",2,0,1,1,1,2
"AAEL006961",2,2,0,1,0,0
"AAEL006962",0,0,0,5,0,1
"AAEL006963",4,2,5,17,14,14
"AAEL006964",0,0,0,1,0,0
"AAEL006965",5,3,5,16,11,9
"AAEL006966",248,124,167,70,52,64
"AAEL006968",0,0,1,6,3,10
"AAEL006969",0,0,0,0,0,0
"AAEL006970",0,0,0,3,0,1
"AAEL006971",0,0,0,1,2,8
"AAEL006972",9,20,14,46,31,26
"AAEL006973",1,5,2,32,26,27
"AAEL006975",0,0,0,0,0,0
"AAEL006976",79,119,92,129,99,96
"AAEL006977",31,73,44,206,146,124
"AAEL006978",16,12,8,23,18,23
"AAEL006980",0,0,0,19,12,16
"AAEL006982",26,52,43,139,116,132
"AAEL006983",2,6,2,8,10,3
"AAEL006984",73,63,49,79,129,78
"AAEL006985",0,0,0,0,0,0
"AAEL006987",1,1,0,13,0,5
"AAEL006988",8,9,15,37,27,22
"AAEL006989",61,37,28,60,94,26
"AAEL006990",84,82,40,372,190,231
"AAEL006991",0,3,0,4,1,4
"AAEL006992",6,5,0,8,4,3
"AAEL006993",3.912537,11.80603,4.737601,4.691048,3.301476,10.775686
"AAEL006995",0,0,1,0,1,0
"AAEL006998",9.713556,0,0,0,0,0
"AAEL006999",0,0,0,0,0,0
"AAEL007001",58,58,45,121,83,61
"AAEL007002",0,0,0,0,0,0
"AAEL007004",2,2,1,38,44,32
"AAEL007005",0,0,0,0,0,0
"AAEL007006",0,1,0,3,2,2
"AAEL007007",4,0,1,9,3,8
"AAEL007009",9,9,8,16,15,13
"AAEL007010",8.421611,17.719301,4.083585,132.835525,182.88524,239.941387
"AAEL007011",31,61,28,141,75,132
"AAEL007013",0,0,0,1,0.5,0.5
"AAEL007015",41,38,16,143.000001,108,128
"AAEL007016",0,0,0,0,0,0
"AAEL007017",0,0,0,2.736879,0,1.413317
"AAEL007018",1,2,0,8,4,5
"AAEL007019",73,105,86,918,458,792
"AAEL007022",39,48,47,112,127,97
"AAEL007023",334,277,206,603,555,479
"AAEL007024",3.196066,12.693928,6.931282,1534.991344,2666.392113,1236.348776
"AAEL007026",0,0,0,0,0,0
"AAEL007029",66,62,42,345,304,454.000001
"AAEL007030",263,230,376,113,100,74
"AAEL007033",113,105,64,35,31,28
"AAEL007034",12,7,17,16,12,23
"AAEL007038",1,4,0,9,8,2
"AAEL007039",346.278741,163.622324,202.189162,4.182279,4.182279,2.358344
"AAEL007040",0,0,0,1,0,0
"AAEL007041",2,5,3,38,39,36
"AAEL007042",44,52,57,310,245,199
"AAEL007043",39,46,73,172,166,186
"AAEL007044",6,6,2,0,0,0
"AAEL007045",0,2,1,0,1,1
"AAEL007046",0,0,1,1,3,5
"AAEL007048",7,3.919606,2,5.226141,2.613071,1.306535
"AAEL007049",425,342,330,428,370,245
"AAEL007050",61,63,37,7,5,5
"AAEL007051",0,0,0,0,0,0
"AAEL007052",2,0,1,0,0,0
"AAEL007053",0,0,0,0,0,0
"AAEL007054",311,160,181,441,359,247
"AAEL007055",965,1422,1205,197,323,197
"AAEL007056",2,8,3,19,10,11
"AAEL007057",0,0,0,0,0,0
"AAEL007058",0,1,0,3,1,1
"AAEL007059",149.910042,25,43,48,34.648805,35.931336
"AAEL007060",347,469,474,22,61,19
"AAEL007061",17,13,6,37,23.918487,31
"AAEL007062",35,48,37,35,46,25
"AAEL007063",301,230,195,0,2,1
"AAEL007064",0,0,0,1,3,0
"AAEL007065",555,521,694,2911.99025,2194.195781,2211
"AAEL007066",6,16,13,27,21,22
"AAEL007067",20,17,21,50,43,26
"AAEL007068",0,0,0,0,0,0
"AAEL007069",5,6,9,15,19,11
"AAEL007070",1,0,0,0,0,0
"AAEL007077",0,13.143357,0,13.143357,0,4.381119
"AAEL007078",83,94,135,321,289,270
"AAEL007080",198.36585,109.937375,249.365641,46.588614,41.958806,39.05866
"AAEL007084",10,10,5,32,33,22
"AAEL007085",0,0,0,0,0,0
"AAEL007088",8.7023,10,10,31.262278,9,21.799069
"AAEL007090",93,177.917771,26,98.723105,92.740663,56.495639
"AAEL007092",37,45,10,218,125,113
"AAEL007094",1,1,0,1,1,0
"AAEL007095",0,0,0,0,0,0
"AAEL007096",0,0,0,0,0,0
"AAEL007097",2,0,4,3,0,4
"AAEL007098",0,0,0,0,0,1
"AAEL007100",3,3,6,22,23,18
"AAEL007101",0,0,0,0,0,0
"AAEL007102",0,0,0,0,0,0
"AAEL007103",1,0,0,2,3,1
"AAEL007104",1,0,0,2,0,1
"AAEL007105",0,0,0,0,0,0
"AAEL007106",0,1,0,0,0,0
"AAEL007109",2,0,1,0,0,0
"AAEL007110",18,13,6,2,4,7
"AAEL007114",17,7,5,5,8,2
"AAEL007120",3,1,1,0,2,0
"AAEL007121",0,0,0,0,0,0
"AAEL007125",10,11,11,32,23,22
"AAEL007126",0,1,0,0,0,0
"AAEL007127",0,0,0,3,2,1
"AAEL007128",0,0,0,1,0,0
"AAEL007129",0,1,0,0,1,0
"AAEL007130",3,4,3,45,22,16
"AAEL007131",0,0,0,0,0,0
"AAEL007132",48,43,33.999999,247,183,209.999998
"AAEL007133",0,0.5,0,0,0,0
"AAEL007134",24,33,12,95.000001,59,55.999999
"AAEL007135",84,93,56,144,127,80
"AAEL007136",13,10,5,22,13,10
"AAEL007137",18,8,2,10,13,11
"AAEL007138",2,0,0,0,1,0
"AAEL007139",2,0,0,0,2,0
"AAEL007143",5,6,6,6,12,10
"AAEL007146",6,10,4,7,12,9
"AAEL007147",1,1,0,0,0,0
"AAEL007149",1,0,1,1,0,0
"AAEL007150",3,14,3,22,15,22
"AAEL007151",44,60,54.000001,184,128.000002,159.999999
"AAEL007153",43,33,33,92,106,76
"AAEL007156",4,0,0,7,7,7
"AAEL007158",13,17,11,37,52,29
"AAEL007160",13,19,18,90,54,49
"AAEL007162",401,445,339,399,258,295
"AAEL007164",0,0,0,6,4,2
"AAEL007167",5,6,3,10,2,9
"AAEL007169",0,0,0,0,0,0
"AAEL007171",0,0,0,2,1,1
"AAEL007173",109,108,100,193,167,175
"AAEL007180",3,0,0,3,4,4
"AAEL007184",116,86,97,163,129,123
"AAEL007185",57,77,70,113,97,71
"AAEL007187",20,9,7,48,24,31.999999
"AAEL007188",0,0,0,0,0,0
"AAEL007189",24,29,21,92,71,90
"AAEL007191",592,449,311,37,107,33
"AAEL007192",0,0,0,0,0,1
"AAEL007194",0,0,0,0,0,0
"AAEL007196",23,24,23,94,82,57
"AAEL007197",11,5,7,263,182,210
"AAEL007198",0,0,0,0,0,1
"AAEL007200",0,0,0,0,0,0
"AAEL007202",14,13,13,27,16,10
"AAEL007203",10,12,14,48,22,30
"AAEL007205",0,0,0,0,0,0
"AAEL007206",20,33,28,54,34,55
"AAEL007208",1,0,0,0,0,0
"AAEL007209",14,15,12,24,28,26
"AAEL007211",11,15,10,17,11,15
"AAEL007217",0,0,0,0,0,0
"AAEL007218",0,1,0.999999,24,18,31
"AAEL007220",0,0,0,0,0,0
"AAEL007221",0,0,0,0,0,0
"AAEL007224",0,0,0,0,0,0
"AAEL007225",0,0,0,0,0,0
"AAEL007226",0,0,0,1,1,0
"AAEL007227",0,0,1,0,2.008664,2.021533
"AAEL007228",1.256145,1.569666,1.654471,4.777671,1.751642,5.569413
"AAEL007229",26,18,11,51,44,27
"AAEL007230",12,11,15,62,31,35
"AAEL007233",0,0,0,0,0,0
"AAEL007234",23,16,27,37,16,38
"AAEL007235",95,120,99,76,79,75
"AAEL007236",5,11,14,36,24,23
"AAEL007237",0,0,0,0,0,2
"AAEL007238",54,37,25,152,83,92
"AAEL007239",24,19,24,81,69.991336,70.978467
"AAEL007240",13,22,22,69,65,74
"AAEL007241",1,0,0,1,0,0
"AAEL007243",19,27,36,40,38,26
"AAEL007244",0,1,0,4,1,1
"AAEL007245",7,6,17,4,3,6
"AAEL007246",25,27,15,65,63,39
"AAEL007247",22,22,16,62,45,37
"AAEL007248",11,4,7,17,11,10
"AAEL007250",2,0,0,3,0,2
"AAEL007251",6,11,5,27,10,17
"AAEL007252",20,26,22,65,49,49
"AAEL007253",0,0,0,1,0,0
"AAEL007256",3,6,6,23,13,11
"AAEL007257",0,5,0,7,3,8
"AAEL007258",10,14.999999,12,48,31.000001,39
"AAEL007259",15,18,13,44,32,31
"AAEL007260",0,0,3,0,0,1
"AAEL007261",19,9,14,99,83,65
"AAEL007264",0,0,0,0,0,0
"AAEL007267",8,6,7,20,12,11
"AAEL007268",17,28,29,51,49,33
"AAEL007271",17.999999,31,39.999999,20,26,32
"AAEL007273",16,10,14,40,24,28
"AAEL007275",4,9,3,45,40,39
"AAEL007276",0,0,0,0,1,0
"AAEL007278",0,0,0,0,0,0
"AAEL007279",6,6,0,5,3,6
"AAEL007280",7,15,4,33,19,22
"AAEL007281",1,0,0,0,0,1
"AAEL007282",106,135,126,327,300,282
"AAEL007283",0,0,0,0,0,0
"AAEL007284",24.000001,11,10,59,46,49
"AAEL007285",0,0,0,0,0,6
"AAEL007286",65,41,26,212,131,128
"AAEL007288",39,68,32,139,117,128
"AAEL007289",4,9,6,47,36,19
"AAEL007290",33,30.999999,19,104,82,107
"AAEL007291",41.976799,24,16.967413,83.968524,56,55.976817
"AAEL007292",11,27,15,48,19,27
"AAEL007293",237,188,170,479,476,319
"AAEL007295",0,0,0,0,1,4
"AAEL007296",0,0,0,7,4,7
"AAEL007298",757,655,336,273,283,250
"AAEL007299",1,0,1,1,1,3
"AAEL007301",16,22,12,89,55,51
"AAEL007302",0,0,0,1,0,0
"AAEL007303",2,6,5,10,6,12
"AAEL007304",5,12,9,20,20,27
"AAEL007305",0,1,0,0,0,0
"AAEL007306",19,31,16,70,60,53
"AAEL007307",13,18,14,62,28,31
"AAEL007309",12,7,4,43,21,24
"AAEL007310",3,2,1,8,7,5
"AAEL007311",0,0,0,0,0,0
"AAEL007312",0,2,0,6,2,4
"AAEL007313",8,5,3,25,12,13
"AAEL007314",0,0,0,0,0,0
"AAEL007315",0,0,0,0,0,0
"AAEL007316",0,1,1,4,2,4
"AAEL007317",7,6,10,18,7.999999,11
"AAEL007318",5,8,5,12,12,8
"AAEL007319",0,0,0,0,0,0
"AAEL007321",1,1,0,0,0,1
"AAEL007322",11,12,10,91,62,90
"AAEL007328",7,15,6,15,19,16
"AAEL007329",8,11,11,24,13,24
"AAEL007332",37,42,24,79,78,63
"AAEL007339",0,0,0,1,2,0
"AAEL007342",1007,1187,1040,3921,3265,2480
"AAEL007343",22,44,40,92,78,82
"AAEL007344",325,395,370,2547,1311,982
"AAEL007349",576.500417,643.971144,658.319865,2570.873207,2341.185136,1775.500026
"AAEL007351",44,52,37,78,74,70
"AAEL007353",6,11,8,20,18,16
"AAEL007354",20,21,24,50,48,36
"AAEL007355",17,26,14,79,53,30
"AAEL007356",10,13,7,37,21,19
"AAEL007357",6,4,4,8,14,10
"AAEL007360",15,19,27,68,67,63
"AAEL007363",3,6,5,60,36,36
"AAEL007364",2,5,1,7,8,10
"AAEL007366",34,21,22,71,60,51
"AAEL007367",4,4,1,19,15,10
"AAEL007368",7,2,1,13,5,8
"AAEL007369",0,0,0,0,0,0
"AAEL007370",13,21,15,12,8,16
"AAEL007371",1,3,0,4,1,1
"AAEL007372",0,0,0,0,0,1
"AAEL007373",0,0,0,0,0,0
"AAEL007374",1327.13198,1552.108944,1121,1737,1210,887
"AAEL007375",40,23,36,69,68,83
"AAEL007377",0,0,0,0,0,1
"AAEL007378",0,0,0,0,0,0
"AAEL007381",0.096413,0.194922,0.291248,1.782326,1.343893,1.10375
"AAEL007382",54,53,33,49,55,57
"AAEL007383",19141,22818,17086,10285,7217,6793
"AAEL007385",18471,21199,16763.000001,8893,6845,6231
"AAEL007386",0,0,0,0,0,0
"AAEL007387",21,124,21,897,409,337
"AAEL007388",0,1,0,2,1,2
"AAEL007389",0,0,0,0,0,0
"AAEL007390",46,59,26,306,177,210
"AAEL007391",0,0,3,1,0,1
"AAEL007392",67,79,39,232,144,162
"AAEL007393",0,0,0,0,0,0
"AAEL007394",0,0,0,0,0,3
"AAEL007395",9,18,10,15,27,21
"AAEL007397",41,19,31,41,40,36
"AAEL007398",2,2,0,1.62811,0,0
"AAEL007401",2,4,8,2,4,5
"AAEL007403",40,33,28,109,74,78
"AAEL007404",10,14,16.000001,46,38,29
"AAEL007407",8,8,3,62,18,46
"AAEL007409",0,0,5,0,0,0
"AAEL007410",36,41,39,102,98,106
"AAEL007414",8,6,5,30,22,15
"AAEL007420",17,13,3,13.867844,25,19
"AAEL007422",10,6,4,13,18,7
"AAEL007423",8,13,8,25,15,16
"AAEL007424",0,0,0,0,0,0
"AAEL007431",62,60,36,184,82,87
"AAEL007432",7916,3086,2188,16560,28221,12571
"AAEL007434",0,0,0,0,0,0
"AAEL007437",0,0,0,1,0,0
"AAEL007439",179.981964,165,105,318.959702,241.962719,233.958557
"AAEL007441",194,113,89,265,225,198
"AAEL007442",17,18,19,3,4,6
"AAEL007443",2.018036,0,5,10.040298,7.037281,6.041443
"AAEL007444",387,664,512,699,826,748
"AAEL007445",2,3,5,2,4,4
"AAEL007446",3,2,4,2,2,2
"AAEL007447",9,20,23,22,15,18
"AAEL007449",6,17.000001,18,18,17,20
"AAEL007450",30,36,39,27,19,10
"AAEL007451",36,37,38,59,47,38
"AAEL007452",16,16,14,162,128,146
"AAEL007453",0,0,0,0,0,0
"AAEL007455",0,0,0,3,1,1
"AAEL007456",5,2,2,6,0,2
"AAEL007458",0,0,0,0,0,0
"AAEL007461",1,6,2,5,5,5
"AAEL007462",17,14,13,33,31,28
"AAEL007464",1,3,1,6,1,3
"AAEL007465",0,0,0,0,0,1
"AAEL007466",11,14,8,35,25,27
"AAEL007468",5,7,2,18,13,12
"AAEL007469",23,18,16,47,39,39
"AAEL007472",14,5,2,38,28,23
"AAEL007473",185,118,136,1877,2434,1803
"AAEL007476",20,14,24,65,37,33
"AAEL007480",9,2,2,14,19,15
"AAEL007481",21.586854,22,13,40.50373,34,28.627564
"AAEL007482",5,11,4,18,16,14
"AAEL007483",0,0,0,1,0,0
"AAEL007484",74,67,56,361,259,202
"AAEL007487",0,1,0,1,2,1
"AAEL007492",4.413146,5,3,10.49627,11,6.372436
"AAEL007493",0,0,0,0,0,0
"AAEL007494",491,486,405,747,659,555
"AAEL007495",18,9,2,22,7,6
"AAEL007496",1,1,1,8.5,10.5,5.5
"AAEL007500",0,0,0,0,1,0
"AAEL007501",118,104,89,171,157,117
"AAEL007502",2,0,3,254,344,256
"AAEL007505",0,0,0,13,7,6
"AAEL007507",0,0,1,0,0,0
"AAEL007508",0,0,0,0,0,0
"AAEL007509",13,15,3,48,27,34
"AAEL007511",0,0,0,1,0,0
"AAEL007512",3,5,6,22,17,13
"AAEL007514",1,0,0,0,0,0
"AAEL007518",8,13,14,174,119.999999,119.999999
"AAEL007519",0,0,0,0,1,0
"AAEL007521",11,12,16,15,15,17
"AAEL007523",4,3,6,11,6,8
"AAEL007525",10,16,12,12,14.491009,22
"AAEL007526",123,115,138,103,85,64
"AAEL007527",1,1,0,1,1,0
"AAEL007531",0,0,0,0,0,0
"AAEL007532",8,5,4,13,11,19
"AAEL007534",2,4,1,23,22,11
"AAEL007535",1,3,0,7,5,2
"AAEL007536",72,74,77,42,66,65
"AAEL007539",9,10,15,30,16,23
"AAEL007541",7,14,10,15,18,18
"AAEL007542",0,0,0,0,0,0
"AAEL007543",3,1,2,1,0,0
"AAEL007544",0,0,0,0,0,0
"AAEL007545",1,0,0,0,0,4
"AAEL007546",331,356,367,1041,912,729
"AAEL007547",62.957442,101.940617,69.938774,162.934444,117.746143,114.984539
"AAEL007548",63,71,57,142,95,103
"AAEL007549",418,212,244,390,417,309
"AAEL007554",13,10,3,38,30,23
"AAEL007555",13,12,12,50,91,55
"AAEL007556",26,36,29,89,65,56
"AAEL007558",11,17,10,32,21,29
"AAEL007559",0,0,0,1,0,0
"AAEL007560",70,71,72,47,42,57
"AAEL007562",1,1,0,3,1,0
"AAEL007563",0,0,0,0,0,0
"AAEL007564",1,0,0,4,2,1
"AAEL007565",21,32,29,78,62,58
"AAEL007566",23,25,14,79,60,56
"AAEL007568",10,21,8,47,30,27
"AAEL007572",6,6,9,22,15,21
"AAEL007573",16,12,20,61,39,22
"AAEL007576",0,19.999986,0,0,0,0
"AAEL007578",5,4,1.5,13,9,5.5
"AAEL007579",0,1,1,0,1,0
"AAEL007581",0.995036,0,0,3.992479,2.977897,0.992902
"AAEL007582",0,0,0,0,0,0
"AAEL007584",0,0,1,0,0,0
"AAEL007586",29,48,29,92,100,96
"AAEL007587",0,0,0,0,0,0
"AAEL007591",3980,3638,3320,9,17,26
"AAEL007592",975,634,737,24,47,24
"AAEL007593",0,0,0,5,1,3
"AAEL007595",20,30,19,89,56,72
"AAEL007597",4,2,0,16,12,2
"AAEL007598",0,0,0,0,0,0
"AAEL007600",0,2,0,0,0,0
"AAEL007601",1328.790244,402.118813,347.916172,6.027474,28.433634,11
"AAEL007602",1,0,0,0,0,0
"AAEL007603",0,1,1,2,0,0
"AAEL007604",0,0,0,0,0,0
"AAEL007607",1,0,0,6,3,4
"AAEL007615",0,0,0,0,0,0
"AAEL007619",0,0,0,7,4,5
"AAEL007624",27,18,14,81,53,70
"AAEL007626",0,0,0,1,0,0
"AAEL007631",47,70,64,137,136,119
"AAEL007632",0,0,0,2,1.000001,0
"AAEL007633",33,53,55.000001,77,97,63
"AAEL007634",15,3,3,43,23,36
"AAEL007636",15,12,14,30,35,18
"AAEL007637",0,2,1,4,3,6
"AAEL007641",0,0,0,0,0,0
"AAEL007642",18,16,15,36,20,15
"AAEL007644",14,21,17,22,14,12
"AAEL007646",0,1,0,1,2,1
"AAEL007647",0,0,0,3.387597,3.469112,0
"AAEL007648",0,0,0,0,0,0
"AAEL007650",72,58,45,217,146,133
"AAEL007651",9.999999,17,17,46.999999,37.000001,34.999999
"AAEL007652",3,1,1,6,5,0
"AAEL007653",4,19,3,323,314,389
"AAEL007654",1,6,5,4,9,5
"AAEL007655",1,3,1,34,13,12
"AAEL007656",8,4,4,30,19,22
"AAEL007657",0,0,0,0,0,0
"AAEL007658",10,12,13,28.999999,20,25
"AAEL007659",2,0,0,5,1,1
"AAEL007660",45,37,23,78,79,63
"AAEL007661",0,0,0,0,1,0
"AAEL007662",136,158,176,656,411,478
"AAEL007664",0,0,0,0,0,0
"AAEL007667",1,2,1,5,3,4
"AAEL007668",14,12,28,72,46,43
"AAEL007669",34,18.206456,45,62.561833,88,73
"AAEL007670",3,1,4,0,3,3
"AAEL007672",1,6,9,11,8,10
"AAEL007673",2,1,1,0,1,0
"AAEL007674",0,0,0,0,0,0
"AAEL007677",1,1,0,6,2,4
"AAEL007679",43,50,37,92,94,60
"AAEL007680",7,5,6,9,8,7
"AAEL007681",232,146,143,352,257,232
"AAEL007682",43,76,86,124,89,94
"AAEL007683",0,1,1,12,13,6
"AAEL007684",0,0,0,1,0,0
"AAEL007685",19,26,25,97,68,60
"AAEL007686",0,0,0,0,0,0
"AAEL007687",58,51,58,116,97,104
"AAEL007690",7,12,7,14,27,17
"AAEL007691",179.999999,332,164.999999,740,742,710
"AAEL007692",0,0,0,6,1,4
"AAEL007693",27,44,33,287,165,149
"AAEL007694",5,1,0,5,9,4
"AAEL007696",35,38,40,77,66,67
"AAEL007697",14,11,8,37,21,22
"AAEL007698",12,8,9,50,41,30
"AAEL007699",5366,4860,4979,5302,4394,3364
"AAEL007700",0,0,0,0,0,0
"AAEL007701",6,9,9,31,15,14
"AAEL007702",70,99,69,234,200,123
"AAEL007703",4,5,15,1,0,0
"AAEL007704",14,15,10,107,55,53
"AAEL007705",37,90,62,82,71,66
"AAEL007706",2,1,0,0,0,1
"AAEL007707",315,256,185,409,385,312
"AAEL007708",5.924197,9.870683,6.910168,15.908526,15.721029,13.763436
"AAEL007710",49,51,40,91,80,67
"AAEL007711",0,0,0,2,1,3
"AAEL007712",25,18,22,34,39,26
"AAEL007713",35,53,22,132,84,74
"AAEL007715",6041,5550,5464,3668,2662,2379
"AAEL007716",1,0,0,1,2,3
"AAEL007717",42,68,43,115,103,80
"AAEL007718",193,320,231,443,357,301
"AAEL007719",0,1,0,0,2,0
"AAEL007720",0,0,0,0,0,1
"AAEL007725",12,13,10,31,36,33
"AAEL007726",0,0,0,3,1,4
"AAEL007729",25,32,32,57,73,71
"AAEL007730",0,0,0,0,0,0
"AAEL007731",44.948278,60.771909,41,132.266498,141.735583,104.559094
"AAEL007736",0,0,0,0,0,1
"AAEL007738",27,25,31,87,91,78
"AAEL007739",0,0,0,0,0,0
"AAEL007741",0,0,1,0,0,0
"AAEL007744",2,2,1,11,2,1
"AAEL007747",0,0,0,0,0,0
"AAEL007750",11,3,3,24,18,12
"AAEL007752",669,449,480,730,603,435
"AAEL007754",0,0,0,0,0,0
"AAEL007757",1,0,0,1,2,1
"AAEL007758",481,382,572,112,81,84
"AAEL007760",22,29,15,46,37,31
"AAEL007762",25.644893,22.936319,31,125.295167,77.877221,66.387624
"AAEL007763",24,19,17,38,28,42
"AAEL007764",0,0,0,0,2,1
"AAEL007765",892.999999,673,446,768.000001,668,550
"AAEL007767",17,36,23,48,46,42
"AAEL007768",11,13,9,22,20,17
"AAEL007770",24,17,14,93,47,64
"AAEL007771",6715,6389,5711,5959,4751,4056
"AAEL007772",0,0,0,1,0,0
"AAEL007773",18,17,10,28,30,34
"AAEL007776",0,0,0,0,0,0
"AAEL007777",640,403,329,542,423,339
"AAEL007778",105,131,85,169,106,114
"AAEL007779",0,0,0,0,0,0
"AAEL007780",1,0,0,0,0,0
"AAEL007783",0,0,0,0,1,0
"AAEL007784",0,0,0,3,1,3
"AAEL007785",1,0,0,2,1,3
"AAEL007786",0,0,0,0,0,0
"AAEL007787",58,57,48,347,371,411
"AAEL007788",3,6,2,8,6,14
"AAEL007789",1,1,0,7,5,5
"AAEL007790",24,27,14,98,68,68
"AAEL007792",164,168,147,392,413,339
"AAEL007793",0,0,0,0,0,0
"AAEL007794",0,0,0,0,0,1
"AAEL007795",0,0,0,0,0,0
"AAEL007796",1,1,0,2,3.999999,0
"AAEL007797",1,1,0,7,4,8.602612
"AAEL007798",8,21,7,28,20,27
"AAEL007799",0.321608,0,0.260458,0,0,1.365792
"AAEL007800",8,11.999999,18,13,14,40
"AAEL007801",2,9,2,2,4,4
"AAEL007803",0,0,0,0,0,1
"AAEL007804",35,46,37.999999,37,60.999999,49
"AAEL007805",3.999999,6.005166,10.12852,14.999999,9,9.282521
"AAEL007806",0,0,0,0,0,0
"AAEL007807",16,35,23,0,1,0
"AAEL007808",0,0,0,1,0,2
"AAEL007809",43,12,23,45,43,38
"AAEL007810",1,1,1,6,5,4
"AAEL007811",35,29,32,67,61,59
"AAEL007812",736,122,439,4,10,3
"AAEL007813",1,5,5,15,6,15
"AAEL007814",0,0,0,0,0,0
"AAEL007815",9,15,11,0,0,0
"AAEL007816",330,477,359,80,59,54
"AAEL007818",35129,39036,14228,8612,24837,9736
"AAEL007820",25,34,16,50,49,38
"AAEL007821",63,56,56,87,70,70
"AAEL007822",30,28,11,82,58,67
"AAEL007823",4,4,1,13,16,10
"AAEL007824",12603,9935,10556,7216,6057,4389
"AAEL007825",17,22,9,28,22,27
"AAEL007826",61,72,81,141,126,150
"AAEL007827",4,6,1,6,13,8
"AAEL007830",65,40,59,553,192,206
"AAEL007831",0,0,0,0,0,0
"AAEL007832",0,0,1,1,1,2
"AAEL007835",0,4,1,8,3,5
"AAEL007838",10,13,19,46,38,30
"AAEL007839",12,4,7,44,61,37
"AAEL007842",12,16,9,37,31,22
"AAEL007844",0,0,0,2,2,1
"AAEL007845",141.999999,310.000001,228.000001,785,556,694
"AAEL007848",49,36,41,122,69,93
"AAEL007849",18,18,19,42,28,40
"AAEL007850",2,1,0,9,10,7
"AAEL007853",7,2,3,33,15,18
"AAEL007854",22,14,20,53,44,43
"AAEL007855",0,0,0,0,0,0
"AAEL007856",0,0,0,0,0,0
