gene,transcript
AAEL022572,AAEL022572-RA
AAEL022573,AAEL022573-RA
AAEL022574,AAEL022574-RA
AAEL022575,AAEL022575-RA
AAEL022576,AAEL022576-RA
AAEL022577,AAEL022577-RA
AAEL022578,AAEL022578-RA
AAEL022579,AAEL022579-RA
AAEL022580,AAEL022580-RA
AAEL022580,AAEL022580-RB
AAEL022580,AAEL022580-RC
AAEL022580,AAEL022580-RD
AAEL022581,AAEL022581-RA
AAEL022582,AAEL022582-RA
AAEL022583,AAEL022583-RA
AAEL022584,AAEL022584-RA
AAEL022585,AAEL022585-RA
AAEL022586,AAEL022586-RA
AAEL022587,AAEL022587-RA
AAEL022588,AAEL022588-RA
AAEL022589,AAEL022589-RA
AAEL022590,AAEL022590-RA
AAEL022590,AAEL022590-RB
AAEL022591,AAEL022591-RA
AAEL022592,AAEL022592-RA
AAEL022593,AAEL022593-RA
AAEL022594,AAEL022594-RA
AAEL022595,AAEL022595-RA
AAEL022596,AAEL022596-RA
AAEL022597,AAEL022597-RA
AAEL022598,AAEL022598-RA
AAEL022599,AAEL022599-RA
AAEL022600,AAEL022600-RA
AAEL022601,AAEL022601-RA
AAEL022602,AAEL022602-RA
AAEL022603,AAEL022603-RA
AAEL022604,AAEL022604-RA
AAEL022604,AAEL022604-RB
AAEL022604,AAEL022604-RC
AAEL022605,AAEL022605-RA
AAEL022607,AAEL022607-RA
AAEL022608,AAEL022608-RA
AAEL022609,AAEL022609-RA
AAEL022609,AAEL022609-RB
AAEL022609,AAEL022609-RC
AAEL022609,AAEL022609-RD
AAEL022609,AAEL022609-RE
AAEL022609,AAEL022609-RF
AAEL022609,AAEL022609-RG
AAEL022609,AAEL022609-RH
AAEL022610,AAEL022610-RA
AAEL022611,AAEL022611-RA
AAEL022611,AAEL022611-RB
AAEL022611,AAEL022611-RC
AAEL022611,AAEL022611-RD
AAEL022611,AAEL022611-RE
AAEL022611,AAEL022611-RF
AAEL022611,AAEL022611-RG
AAEL022611,AAEL022611-RH
AAEL022611,AAEL022611-RI
AAEL022611,AAEL022611-RJ
AAEL022611,AAEL022611-RK
AAEL022611,AAEL022611-RL
AAEL022612,AAEL022612-RA
AAEL022613,AAEL022613-RA
AAEL022614,AAEL022614-RA
AAEL022615,AAEL022615-RA
AAEL022615,AAEL022615-RB
AAEL022615,AAEL022615-RC
AAEL022615,AAEL022615-RD
AAEL022615,AAEL022615-RE
AAEL022616,AAEL022616-RA
AAEL022616,AAEL022616-RB
AAEL022617,AAEL022617-RA
AAEL022618,AAEL022618-RA
AAEL022618,AAEL022618-RB
AAEL022619,AAEL022619-RA
AAEL022620,AAEL022620-RA
AAEL022621,AAEL022621-RA
AAEL022621,AAEL022621-RB
AAEL022622,AAEL022622-RA
AAEL022622,AAEL022622-RB
AAEL022623,AAEL022623-RA
AAEL022624,AAEL022624-RA
AAEL022625,AAEL022625-RA
AAEL022625,AAEL022625-RB
AAEL022626,AAEL022626-RA
AAEL022627,AAEL022627-RA
AAEL022628,AAEL022628-RA
AAEL022629,AAEL022629-RA
AAEL022630,AAEL022630-RA
AAEL022631,AAEL022631-RA
AAEL022632,AAEL022632-RA
AAEL022633,AAEL022633-RA
AAEL022634,AAEL022634-RA
AAEL022635,AAEL022635-RA
AAEL022636,AAEL022636-RA
AAEL022637,AAEL022637-RA
AAEL022638,AAEL022638-RA
AAEL022639,AAEL022639-RA
AAEL022640,AAEL022640-RA
AAEL022641,AAEL022641-RA
AAEL022642,AAEL022642-RA
AAEL022643,AAEL022643-RA
AAEL022644,AAEL022644-RA
AAEL022645,AAEL022645-RA
AAEL022646,AAEL022646-RA
AAEL022647,AAEL022647-RA
AAEL022648,AAEL022648-RA
AAEL022649,AAEL022649-RA
AAEL022649,AAEL022649-RB
AAEL022650,AAEL022650-RA
AAEL022651,AAEL022651-RA
AAEL022652,AAEL022652-RA
AAEL022653,AAEL022653-RA
AAEL022653,AAEL022653-RB
AAEL022653,AAEL022653-RC
AAEL022654,AAEL022654-RA
AAEL022655,AAEL022655-RA
AAEL022656,AAEL022656-RA
AAEL022657,AAEL022657-RA
AAEL022658,AAEL022658-RA
AAEL022659,AAEL022659-RA
AAEL022660,AAEL022660-RA
AAEL022661,AAEL022661-RA
AAEL022661,AAEL022661-RB
AAEL022661,AAEL022661-RC
AAEL022661,AAEL022661-RD
AAEL022661,AAEL022661-RE
AAEL022661,AAEL022661-RF
AAEL022662,AAEL022662-RA
AAEL022662,AAEL022662-RB
AAEL022663,AAEL022663-RA
AAEL022663,AAEL022663-RB
AAEL022664,AAEL022664-RA
AAEL022665,AAEL022665-RA
AAEL022666,AAEL022666-RA
AAEL022667,AAEL022667-RA
AAEL022668,AAEL022668-RA
AAEL022669,AAEL022669-RA
AAEL022670,AAEL022670-RA
AAEL022671,AAEL022671-RA
AAEL022672,AAEL022672-RA
AAEL022673,AAEL022673-RA
AAEL022674,AAEL022674-RA
AAEL022675,AAEL022675-RA
AAEL022676,AAEL022676-RA
AAEL022677,AAEL022677-RA
AAEL022678,AAEL022678-RA
AAEL022679,AAEL022679-RA
AAEL022680,AAEL022680-RA
AAEL022681,AAEL022681-RA
AAEL022682,AAEL022682-RA
AAEL022683,AAEL022683-RA
AAEL022684,AAEL022684-RA
AAEL022685,AAEL022685-RA
AAEL022686,AAEL022686-RA
AAEL022687,AAEL022687-RA
AAEL022688,AAEL022688-RA
AAEL022689,AAEL022689-RA
AAEL022689,AAEL022689-RB
AAEL022689,AAEL022689-RC
AAEL022689,AAEL022689-RD
AAEL022689,AAEL022689-RE
AAEL022690,AAEL022690-RA
AAEL022691,AAEL022691-RA
AAEL022692,AAEL022692-RA
AAEL022692,AAEL022692-RB
AAEL022693,AAEL022693-RA
AAEL022694,AAEL022694-RA
AAEL022695,AAEL022695-RA
AAEL022696,AAEL022696-RA
AAEL022697,AAEL022697-RA
AAEL022698,AAEL022698-RA
AAEL022699,AAEL022699-RA
AAEL022700,AAEL022700-RA
AAEL022701,AAEL022701-RA
AAEL022702,AAEL022702-RA
AAEL022703,AAEL022703-RA
AAEL022703,AAEL022703-RB
AAEL022704,AAEL022704-RA
AAEL022704,AAEL022704-RB
AAEL022705,AAEL022705-RA
AAEL022706,AAEL022706-RA
AAEL022707,AAEL022707-RA
AAEL022708,AAEL022708-RA
AAEL022709,AAEL022709-RA
AAEL022710,AAEL022710-RA
AAEL022711,AAEL022711-RA
AAEL022712,AAEL022712-RA
AAEL022713,AAEL022713-RA
AAEL022714,AAEL022714-RA
AAEL022715,AAEL022715-RA
AAEL022716,AAEL022716-RA
AAEL022717,AAEL022717-RA
AAEL022718,AAEL022718-RA
AAEL022718,AAEL022718-RB
AAEL022718,AAEL022718-RC
AAEL022718,AAEL022718-RD
AAEL022718,AAEL022718-RE
AAEL022718,AAEL022718-RF
AAEL022718,AAEL022718-RG
AAEL022719,AAEL022719-RA
AAEL022720,AAEL022720-RA
AAEL022720,AAEL022720-RB
AAEL022720,AAEL022720-RC
AAEL022721,AAEL022721-RA
AAEL022722,AAEL022722-RA
AAEL022722,AAEL022722-RB
AAEL022722,AAEL022722-RC
AAEL022723,AAEL022723-RA
AAEL022724,AAEL022724-RA
AAEL022725,AAEL022725-RA
AAEL022726,AAEL022726-RA
AAEL022727,AAEL022727-RA
AAEL022728,AAEL022728-RA
AAEL022729,AAEL022729-RA
AAEL022729,AAEL022729-RB
AAEL022729,AAEL022729-RC
AAEL022729,AAEL022729-RD
AAEL022729,AAEL022729-RE
AAEL022730,AAEL022730-RA
AAEL022731,AAEL022731-RA
AAEL022732,AAEL022732-RA
AAEL022733,AAEL022733-RA
AAEL022734,AAEL022734-RA
AAEL022734,AAEL022734-RB
AAEL022734,AAEL022734-RC
AAEL022734,AAEL022734-RD
AAEL022734,AAEL022734-RE
AAEL022735,AAEL022735-RA
AAEL022735,AAEL022735-RB
AAEL022735,AAEL022735-RC
AAEL022736,AAEL022736-RA
AAEL022736,AAEL022736-RB
AAEL022737,AAEL022737-RA
AAEL022738,AAEL022738-RA
AAEL022739,AAEL022739-RA
AAEL022740,AAEL022740-RA
AAEL022741,AAEL022741-RA
AAEL022742,AAEL022742-RA
AAEL022743,AAEL022743-RA
AAEL022743,AAEL022743-RB
AAEL022743,AAEL022743-RC
AAEL022743,AAEL022743-RD
AAEL022744,AAEL022744-RA
AAEL022745,AAEL022745-RA
AAEL022746,AAEL022746-RA
AAEL022747,AAEL022747-RA
AAEL022748,AAEL022748-RA
AAEL022749,AAEL022749-RA
AAEL022750,AAEL022750-RA
AAEL022750,AAEL022750-RB
AAEL022750,AAEL022750-RC
AAEL022750,AAEL022750-RD
AAEL022750,AAEL022750-RE
AAEL022750,AAEL022750-RF
AAEL022750,AAEL022750-RG
AAEL022750,AAEL022750-RH
AAEL022751,AAEL022751-RA
AAEL022752,AAEL022752-RA
AAEL022753,AAEL022753-RA
AAEL022754,AAEL022754-RA
AAEL022755,AAEL022755-RA
AAEL022756,AAEL022756-RA
AAEL022757,AAEL022757-RA
AAEL022758,AAEL022758-RA
AAEL022759,AAEL022759-RA
AAEL022760,AAEL022760-RA
AAEL022761,AAEL022761-RA
AAEL022762,AAEL022762-RA
AAEL022763,AAEL022763-RA
AAEL022764,AAEL022764-RA
AAEL022765,AAEL022765-RA
AAEL022766,AAEL022766-RA
AAEL022767,AAEL022767-RA
AAEL022768,AAEL022768-RA
AAEL022769,AAEL022769-RA
AAEL022769,AAEL022769-RB
AAEL022769,AAEL022769-RC
AAEL022769,AAEL022769-RD
AAEL022770,AAEL022770-RA
AAEL022771,AAEL022771-RA
AAEL022772,AAEL022772-RA
AAEL022772,AAEL022772-RB
AAEL022773,AAEL022773-RA
AAEL022773,AAEL022773-RB
AAEL022773,AAEL022773-RC
AAEL022773,AAEL022773-RD
AAEL022774,AAEL022774-RA
AAEL022775,AAEL022775-RA
AAEL022776,AAEL022776-RA
AAEL022777,AAEL022777-RA
AAEL022778,AAEL022778-RA
AAEL022779,AAEL022779-RA
AAEL022780,AAEL022780-RA
AAEL022781,AAEL022781-RA
AAEL022782,AAEL022782-RA
AAEL022782,AAEL022782-RB
AAEL022782,AAEL022782-RC
AAEL022783,AAEL022783-RA
AAEL022784,AAEL022784-RA
AAEL022785,AAEL022785-RA
AAEL022786,AAEL022786-RA
AAEL022787,AAEL022787-RA
AAEL022788,AAEL022788-RA
AAEL022789,AAEL022789-RA
AAEL022789,AAEL022789-RB
AAEL022790,AAEL022790-RA
AAEL022791,AAEL022791-RA
AAEL022792,AAEL022792-RA
AAEL022793,AAEL022793-RA
AAEL022793,AAEL022793-RB
AAEL022793,AAEL022793-RC
AAEL022793,AAEL022793-RD
AAEL022793,AAEL022793-RE
AAEL022793,AAEL022793-RF
AAEL022793,AAEL022793-RG
AAEL022793,AAEL022793-RH
AAEL022793,AAEL022793-RI
AAEL022794,AAEL022794-RA
AAEL022795,AAEL022795-RA
AAEL022796,AAEL022796-RA
AAEL022796,AAEL022796-RB
AAEL022797,AAEL022797-RA
AAEL022798,AAEL022798-RA
AAEL022799,AAEL022799-RA
AAEL022800,AAEL022800-RA
AAEL022801,AAEL022801-RA
AAEL022802,AAEL022802-RA
AAEL022803,AAEL022803-RA
AAEL022804,AAEL022804-RA
AAEL022805,AAEL022805-RA
AAEL022806,AAEL022806-RA
AAEL022806,AAEL022806-RB
AAEL022806,AAEL022806-RC
AAEL022806,AAEL022806-RD
AAEL022806,AAEL022806-RE
AAEL022806,AAEL022806-RF
AAEL022806,AAEL022806-RG
AAEL022807,AAEL022807-RA
AAEL022808,AAEL022808-RA
AAEL022809,AAEL022809-RA
AAEL022810,AAEL022810-RA
AAEL022811,AAEL022811-RA
AAEL022812,AAEL022812-RA
AAEL022812,AAEL022812-RB
AAEL022812,AAEL022812-RC
AAEL022813,AAEL022813-RA
AAEL022814,AAEL022814-RA
AAEL022815,AAEL022815-RA
AAEL022816,AAEL022816-RA
AAEL022817,AAEL022817-RA
AAEL022818,AAEL022818-RA
AAEL022819,AAEL022819-RA
AAEL022819,AAEL022819-RB
AAEL022819,AAEL022819-RC
AAEL022819,AAEL022819-RD
AAEL022819,AAEL022819-RE
AAEL022820,AAEL022820-RA
AAEL022821,AAEL022821-RA
AAEL022822,AAEL022822-RA
AAEL022822,AAEL022822-RB
AAEL022822,AAEL022822-RC
AAEL022823,AAEL022823-RA
AAEL022824,AAEL022824-RA
AAEL022825,AAEL022825-RA
AAEL022826,AAEL022826-RA
AAEL022827,AAEL022827-RA
AAEL022828,AAEL022828-RA
AAEL022829,AAEL022829-RA
AAEL022830,AAEL022830-RA
AAEL022831,AAEL022831-RA
AAEL022832,AAEL022832-RA
AAEL022833,AAEL022833-RA
AAEL022834,AAEL022834-RA
AAEL022834,AAEL022834-RB
AAEL022835,AAEL022835-RA
AAEL022835,AAEL022835-RB
AAEL022836,AAEL022836-RA
AAEL022837,AAEL022837-RA
AAEL022838,AAEL022838-RA
AAEL022838,AAEL022838-RB
AAEL022839,AAEL022839-RA
AAEL022840,AAEL022840-RA
AAEL022841,AAEL022841-RA
AAEL022842,AAEL022842-RA
AAEL022843,AAEL022843-RA
AAEL022844,AAEL022844-RA
AAEL022844,AAEL022844-RB
AAEL022844,AAEL022844-RC
AAEL022844,AAEL022844-RD
AAEL022844,AAEL022844-RE
AAEL022845,AAEL022845-RA
AAEL022846,AAEL022846-RA
AAEL022847,AAEL022847-RA
AAEL022848,AAEL022848-RA
AAEL022849,AAEL022849-RA
AAEL022850,AAEL022850-RA
AAEL022851,AAEL022851-RA
AAEL022852,AAEL022852-RA
AAEL022853,AAEL022853-RA
AAEL022854,AAEL022854-RA
AAEL022855,AAEL022855-RA
AAEL022855,AAEL022855-RB
AAEL022856,AAEL022856-RA
AAEL022857,AAEL022857-RA
AAEL022858,AAEL022858-RA
AAEL022859,AAEL022859-RA
AAEL022860,AAEL022860-RA
AAEL022861,AAEL022861-RA
AAEL022862,AAEL022862-RA
AAEL022863,AAEL022863-RA
AAEL022864,AAEL022864-RA
AAEL022865,AAEL022865-RA
AAEL022866,AAEL022866-RA
AAEL022867,AAEL022867-RA
AAEL022867,AAEL022867-RB
AAEL022868,AAEL022868-RA
AAEL022869,AAEL022869-RA
AAEL022870,AAEL022870-RA
AAEL022871,AAEL022871-RA
AAEL022872,AAEL022872-RA
AAEL022873,AAEL022873-RA
AAEL022874,AAEL022874-RA
AAEL022875,AAEL022875-RA
AAEL022876,AAEL022876-RA
AAEL022876,AAEL022876-RB
AAEL022876,AAEL022876-RC
AAEL022876,AAEL022876-RD
AAEL022876,AAEL022876-RE
AAEL022876,AAEL022876-RF
AAEL022876,AAEL022876-RG
AAEL022877,AAEL022877-RA
AAEL022878,AAEL022878-RA
AAEL022878,AAEL022878-RB
AAEL022879,AAEL022879-RA
AAEL022880,AAEL022880-RA
AAEL022881,AAEL022881-RA
AAEL022882,AAEL022882-RA
AAEL022883,AAEL022883-RA
AAEL022884,AAEL022884-RA
AAEL022885,AAEL022885-RA
AAEL022886,AAEL022886-RA
AAEL022887,AAEL022887-RA
AAEL022888,AAEL022888-RA
AAEL022889,AAEL022889-RA
AAEL022890,AAEL022890-RA
AAEL022890,AAEL022890-RB
AAEL022891,AAEL022891-RA
AAEL022892,AAEL022892-RA
AAEL022893,AAEL022893-RA
AAEL022894,AAEL022894-RA
AAEL022895,AAEL022895-RA
AAEL022896,AAEL022896-RA
AAEL022897,AAEL022897-RA
AAEL022897,AAEL022897-RB
AAEL022897,AAEL022897-RC
AAEL022897,AAEL022897-RD
AAEL022898,AAEL022898-RA
AAEL022899,AAEL022899-RA
AAEL022900,AAEL022900-RA
AAEL022901,AAEL022901-RA
AAEL022902,AAEL022902-RA
AAEL022902,AAEL022902-RB
AAEL022903,AAEL022903-RA
AAEL022904,AAEL022904-RA
AAEL022905,AAEL022905-RA
AAEL022906,AAEL022906-RA
AAEL022907,AAEL022907-RA
AAEL022907,AAEL022907-RB
AAEL022908,AAEL022908-RA
AAEL022909,AAEL022909-RA
AAEL022909,AAEL022909-RB
AAEL022909,AAEL022909-RC
AAEL022910,AAEL022910-RA
AAEL022911,AAEL022911-RA
AAEL022912,AAEL022912-RA
AAEL022912,AAEL022912-RB
AAEL022913,AAEL022913-RA
AAEL022913,AAEL022913-RB
AAEL022913,AAEL022913-RC
AAEL022914,AAEL022914-RA
AAEL022915,AAEL022915-RA
AAEL022916,AAEL022916-RA
AAEL022916,AAEL022916-RB
AAEL022917,AAEL022917-RA
AAEL022918,AAEL022918-RA
AAEL022919,AAEL022919-RA
AAEL022920,AAEL022920-RA
AAEL022921,AAEL022921-RA
AAEL022921,AAEL022921-RB
AAEL022921,AAEL022921-RC
AAEL022921,AAEL022921-RD
AAEL022922,AAEL022922-RA
AAEL022923,AAEL022923-RA
AAEL022924,AAEL022924-RA
AAEL022925,AAEL022925-RA
AAEL022926,AAEL022926-RA
AAEL022927,AAEL022927-RA
AAEL022928,AAEL022928-RA
AAEL022929,AAEL022929-RA
AAEL022930,AAEL022930-RA
AAEL022930,AAEL022930-RB
AAEL022930,AAEL022930-RC
AAEL022931,AAEL022931-RA
AAEL022932,AAEL022932-RA
AAEL022933,AAEL022933-RA
AAEL022934,AAEL022934-RA
AAEL022935,AAEL022935-RA
AAEL022936,AAEL022936-RA
AAEL022937,AAEL022937-RA
AAEL022938,AAEL022938-RA
AAEL022939,AAEL022939-RA
AAEL022940,AAEL022940-RA
AAEL022941,AAEL022941-RA
AAEL022942,AAEL022942-RA
AAEL022943,AAEL022943-RA
AAEL022943,AAEL022943-RB
AAEL022944,AAEL022944-RA
AAEL022945,AAEL022945-RA
AAEL022945,AAEL022945-RB
AAEL022945,AAEL022945-RC
AAEL022946,AAEL022946-RA
AAEL022947,AAEL022947-RA
AAEL022948,AAEL022948-RA
AAEL022948,AAEL022948-RB
AAEL022949,AAEL022949-RA
AAEL022950,AAEL022950-RA
AAEL022951,AAEL022951-RA
AAEL022952,AAEL022952-RA
AAEL022953,AAEL022953-RA
AAEL022954,AAEL022954-RA
AAEL022955,AAEL022955-RA
AAEL022955,AAEL022955-RB
AAEL022956,AAEL022956-RA
AAEL022957,AAEL022957-RA
AAEL022958,AAEL022958-RA
AAEL022959,AAEL022959-RA
AAEL022960,AAEL022960-RA
AAEL022961,AAEL022961-RA
AAEL022962,AAEL022962-RA
AAEL022963,AAEL022963-RA
AAEL022963,AAEL022963-RB
AAEL022963,AAEL022963-RC
AAEL022963,AAEL022963-RD
AAEL022963,AAEL022963-RE
AAEL022964,AAEL022964-RA
AAEL022965,AAEL022965-RA
AAEL022966,AAEL022966-RA
AAEL022967,AAEL022967-RA
AAEL022968,AAEL022968-RA
AAEL022969,AAEL022969-RA
AAEL022970,AAEL022970-RA
AAEL022970,AAEL022970-RB
AAEL022970,AAEL022970-RC
AAEL022971,AAEL022971-RA
AAEL022972,AAEL022972-RA
AAEL022973,AAEL022973-RA
AAEL022974,AAEL022974-RA
AAEL022975,AAEL022975-RA
AAEL022976,AAEL022976-RA
AAEL022977,AAEL022977-RA
AAEL022978,AAEL022978-RA
AAEL022979,AAEL022979-RA
AAEL022979,AAEL022979-RB
AAEL022979,AAEL022979-RC
AAEL022979,AAEL022979-RD
AAEL022979,AAEL022979-RE
AAEL022979,AAEL022979-RF
AAEL022979,AAEL022979-RG
AAEL022979,AAEL022979-RH
AAEL022979,AAEL022979-RI
AAEL022979,AAEL022979-RJ
AAEL022979,AAEL022979-RK
AAEL022979,AAEL022979-RL
AAEL022979,AAEL022979-RM
AAEL022979,AAEL022979-RN
AAEL022979,AAEL022979-RO
AAEL022979,AAEL022979-RP
AAEL022980,AAEL022980-RA
AAEL022981,AAEL022981-RA
AAEL022982,AAEL022982-RA
AAEL022983,AAEL022983-RA
AAEL022984,AAEL022984-RA
AAEL022984,AAEL022984-RB
AAEL022985,AAEL022985-RA
AAEL022986,AAEL022986-RA
AAEL022987,AAEL022987-RA
AAEL022988,AAEL022988-RA
AAEL022989,AAEL022989-RA
AAEL022989,AAEL022989-RB
AAEL022989,AAEL022989-RC
AAEL022989,AAEL022989-RD
AAEL022989,AAEL022989-RE
AAEL022990,AAEL022990-RA
AAEL022991,AAEL022991-RA
AAEL022992,AAEL022992-RA
AAEL022993,AAEL022993-RA
AAEL022994,AAEL022994-RA
AAEL022995,AAEL022995-RA
AAEL022996,AAEL022996-RA
AAEL022997,AAEL022997-RA
AAEL022998,AAEL022998-RA
AAEL022999,AAEL022999-RA
AAEL023000,AAEL023000-RA
AAEL023001,AAEL023001-RA
AAEL023002,AAEL023002-RA
AAEL023002,AAEL023002-RB
AAEL023003,AAEL023003-RA
AAEL023004,AAEL023004-RA
AAEL023005,AAEL023005-RA
AAEL023005,AAEL023005-RB
AAEL023006,AAEL023006-RA
AAEL023007,AAEL023007-RA
AAEL023008,AAEL023008-RA
AAEL023009,AAEL023009-RA
AAEL023010,AAEL023010-RA
AAEL023011,AAEL023011-RA
AAEL023012,AAEL023012-RA
AAEL023013,AAEL023013-RA
AAEL023014,AAEL023014-RA
AAEL023015,AAEL023015-RA
AAEL023016,AAEL023016-RA
AAEL023017,AAEL023017-RA
AAEL023018,AAEL023018-RA
AAEL023019,AAEL023019-RA
AAEL023020,AAEL023020-RA
AAEL023021,AAEL023021-RA
AAEL023022,AAEL023022-RA
AAEL023023,AAEL023023-RA
AAEL023024,AAEL023024-RA
AAEL023025,AAEL023025-RA
AAEL023026,AAEL023026-RA
AAEL023027,AAEL023027-RA
AAEL023028,AAEL023028-RA
AAEL023029,AAEL023029-RA
AAEL023030,AAEL023030-RA
AAEL023031,AAEL023031-RA
AAEL023032,AAEL023032-RA
AAEL023033,AAEL023033-RA
AAEL023034,AAEL023034-RA
AAEL023035,AAEL023035-RA
AAEL023036,AAEL023036-RA
AAEL023037,AAEL023037-RA
AAEL023037,AAEL023037-RB
AAEL023037,AAEL023037-RC
AAEL023037,AAEL023037-RD
AAEL023038,AAEL023038-RA
AAEL023039,AAEL023039-RA
AAEL023040,AAEL023040-RA
AAEL023040,AAEL023040-RB
AAEL023040,AAEL023040-RC
AAEL023041,AAEL023041-RA
AAEL023042,AAEL023042-RA
AAEL023043,AAEL023043-RA
AAEL023043,AAEL023043-RB
AAEL023044,AAEL023044-RA
AAEL023044,AAEL023044-RB
AAEL023045,AAEL023045-RA
AAEL023046,AAEL023046-RA
AAEL023046,AAEL023046-RB
AAEL023047,AAEL023047-RA
AAEL023048,AAEL023048-RA
AAEL023049,AAEL023049-RA
AAEL023050,AAEL023050-RA
AAEL023051,AAEL023051-RA
AAEL023052,AAEL023052-RA
AAEL023053,AAEL023053-RA
AAEL023054,AAEL023054-RA
AAEL023055,AAEL023055-RA
AAEL023056,AAEL023056-RA
AAEL023057,AAEL023057-RA
AAEL023057,AAEL023057-RB
AAEL023058,AAEL023058-RA
AAEL023059,AAEL023059-RA
AAEL023060,AAEL023060-RA
AAEL023060,AAEL023060-RB
AAEL023060,AAEL023060-RC
AAEL023060,AAEL023060-RD
AAEL023060,AAEL023060-RE
AAEL023060,AAEL023060-RF
AAEL023061,AAEL023061-RA
AAEL023062,AAEL023062-RA
AAEL023063,AAEL023063-RA
AAEL023064,AAEL023064-RA
AAEL023065,AAEL023065-RA
AAEL023066,AAEL023066-RA
AAEL023066,AAEL023066-RB
AAEL023067,AAEL023067-RA
AAEL023068,AAEL023068-RA
AAEL023069,AAEL023069-RA
AAEL023070,AAEL023070-RA
AAEL023070,AAEL023070-RB
AAEL023071,AAEL023071-RA
AAEL023072,AAEL023072-RA
AAEL023073,AAEL023073-RA
AAEL023074,AAEL023074-RA
AAEL023075,AAEL023075-RA
AAEL023076,AAEL023076-RA
AAEL023077,AAEL023077-RA
AAEL023078,AAEL023078-RA
AAEL023079,AAEL023079-RA
AAEL023079,AAEL023079-RB
AAEL023080,AAEL023080-RA
AAEL023081,AAEL023081-RA
AAEL023082,AAEL023082-RA
AAEL023083,AAEL023083-RA
AAEL023084,AAEL023084-RA
AAEL023085,AAEL023085-RA
AAEL023086,AAEL023086-RA
AAEL023087,AAEL023087-RA
AAEL023088,AAEL023088-RA
AAEL023088,AAEL023088-RB
AAEL023089,AAEL023089-RA
AAEL023090,AAEL023090-RA
AAEL023091,AAEL023091-RA
AAEL023092,AAEL023092-RA
AAEL023093,AAEL023093-RA
AAEL023094,AAEL023094-RA
AAEL023095,AAEL023095-RA
AAEL023095,AAEL023095-RB
AAEL023096,AAEL023096-RA
AAEL023097,AAEL023097-RA
AAEL023098,AAEL023098-RA
AAEL023098,AAEL023098-RB
AAEL023098,AAEL023098-RC
AAEL023098,AAEL023098-RD
AAEL023099,AAEL023099-RA
AAEL023100,AAEL023100-RA
AAEL023100,AAEL023100-RB
AAEL023101,AAEL023101-RA
AAEL023102,AAEL023102-RA
AAEL023103,AAEL023103-RA
AAEL023104,AAEL023104-RA
AAEL023104,AAEL023104-RB
AAEL023104,AAEL023104-RC
AAEL023105,AAEL023105-RA
AAEL023106,AAEL023106-RA
AAEL023107,AAEL023107-RA
AAEL023107,AAEL023107-RB
AAEL023107,AAEL023107-RC
AAEL023107,AAEL023107-RD
AAEL023108,AAEL023108-RA
AAEL023109,AAEL023109-RA
AAEL023110,AAEL023110-RA
AAEL023111,AAEL023111-RA
AAEL023112,AAEL023112-RA
AAEL023113,AAEL023113-RA
AAEL023114,AAEL023114-RA
AAEL023114,AAEL023114-RB
AAEL023114,AAEL023114-RC
AAEL023114,AAEL023114-RD
AAEL023114,AAEL023114-RE
AAEL023114,AAEL023114-RF
AAEL023114,AAEL023114-RG
AAEL023115,AAEL023115-RA
AAEL023116,AAEL023116-RA
AAEL023117,AAEL023117-RA
AAEL023118,AAEL023118-RA
AAEL023119,AAEL023119-RA
AAEL023120,AAEL023120-RA
AAEL023121,AAEL023121-RA
AAEL023122,AAEL023122-RA
AAEL023123,AAEL023123-RA
AAEL023123,AAEL023123-RB
AAEL023124,AAEL023124-RA
AAEL023125,AAEL023125-RA
AAEL023125,AAEL023125-RB
AAEL023126,AAEL023126-RA
AAEL023127,AAEL023127-RA
AAEL023128,AAEL023128-RA
AAEL023129,AAEL023129-RA
AAEL023130,AAEL023130-RA
AAEL023131,AAEL023131-RA
AAEL023132,AAEL023132-RA
AAEL023133,AAEL023133-RA
AAEL023134,AAEL023134-RA
AAEL023135,AAEL023135-RA
AAEL023136,AAEL023136-RA
AAEL023137,AAEL023137-RA
AAEL023138,AAEL023138-RA
AAEL023139,AAEL023139-RA
AAEL023140,AAEL023140-RA
AAEL023141,AAEL023141-RA
AAEL023141,AAEL023141-RB
AAEL023141,AAEL023141-RC
AAEL023141,AAEL023141-RD
AAEL023141,AAEL023141-RE
AAEL023141,AAEL023141-RF
AAEL023142,AAEL023142-RA
AAEL023143,AAEL023143-RA
AAEL023144,AAEL023144-RA
AAEL023145,AAEL023145-RA
AAEL023146,AAEL023146-RA
AAEL023147,AAEL023147-RA
AAEL023148,AAEL023148-RA
AAEL023148,AAEL023148-RB
AAEL023148,AAEL023148-RC
AAEL023148,AAEL023148-RD
AAEL023148,AAEL023148-RE
AAEL023148,AAEL023148-RF
AAEL023148,AAEL023148-RG
AAEL023148,AAEL023148-RH
AAEL023148,AAEL023148-RI
AAEL023148,AAEL023148-RJ
AAEL023148,AAEL023148-RK
AAEL023149,AAEL023149-RA
AAEL023150,AAEL023150-RA
AAEL023151,AAEL023151-RA
AAEL023152,AAEL023152-RA
AAEL023153,AAEL023153-RA
AAEL023154,AAEL023154-RA
AAEL023155,AAEL023155-RA
AAEL023156,AAEL023156-RA
AAEL023156,AAEL023156-RB
AAEL023156,AAEL023156-RC
AAEL023156,AAEL023156-RD
AAEL023156,AAEL023156-RE
AAEL023157,AAEL023157-RA
AAEL023158,AAEL023158-RA
AAEL023159,AAEL023159-RA
