gene,transcript
AAEL000672,AAEL000672-RA
AAEL000673,AAEL000673-RA
AAEL000674,AAEL000674-RA
AAEL000677,AAEL000677-RA
AAEL000678,AAEL000678-RA
AAEL000679,AAEL000679-RA
AAEL000682,AAEL000682-RA
AAEL000683,AAEL000683-RB
AAEL000685,AAEL000685-RA
AAEL000686,AAEL000686-RA
AAEL000687,AAEL000687-RA
AAEL000689,AAEL000689-RA
AAEL000690,AAEL000690-RB
AAEL000692,AAEL000692-RA
AAEL000694,AAEL000694-RB
AAEL000697,AAEL000697-RB
AAEL000697,AAEL000697-RC
AAEL000697,AAEL000697-RD
AAEL000698,AAEL000698-RB
AAEL000698,AAEL000698-RC
AAEL000699,AAEL000699-RA
AAEL000701,AAEL000701-RA
AAEL000703,AAEL000703-RA
AAEL000704,AAEL000704-RB
AAEL000704,AAEL000704-RC
AAEL000704,AAEL000704-RD
AAEL000705,AAEL000705-RA
AAEL000705,AAEL000705-RB
AAEL000706,AAEL000706-RA
AAEL000707,AAEL000707-RA
AAEL000708,AAEL000708-RA
AAEL000709,AAEL000709-RB
AAEL000709,AAEL000709-RC
AAEL000713,AAEL000713-RA
AAEL000713,AAEL000713-RB
AAEL000713,AAEL000713-RC
AAEL000713,AAEL000713-RD
AAEL000714,AAEL000714-RA
AAEL000714,AAEL000714-RB
AAEL000714,AAEL000714-RC
AAEL000715,AAEL000715-RA
AAEL000716,AAEL000716-RA
AAEL000717,AAEL000717-RB
AAEL000717,AAEL000717-RC
AAEL000719,AAEL000719-RB
AAEL000719,AAEL000719-RC
AAEL000719,AAEL000719-RD
AAEL000719,AAEL000719-RE
AAEL000719,AAEL000719-RF
AAEL000719,AAEL000719-RG
AAEL000719,AAEL000719-RH
AAEL000719,AAEL000719-RI
AAEL000720,AAEL000720-RA
AAEL000721,AAEL000721-RA
AAEL000721,AAEL000721-RB
AAEL000722,AAEL000722-RD
AAEL000722,AAEL000722-RE
AAEL000722,AAEL000722-RF
AAEL000723,AAEL000723-RB
AAEL000723,AAEL000723-RC
AAEL000723,AAEL000723-RD
AAEL000723,AAEL000723-RE
AAEL000723,AAEL000723-RF
AAEL000723,AAEL000723-RG
AAEL000723,AAEL000723-RH
AAEL000723,AAEL000723-RI
AAEL000723,AAEL000723-RJ
AAEL000723,AAEL000723-RK
AAEL000724,AAEL000724-RC
AAEL000725,AAEL000725-RB
AAEL000725,AAEL000725-RC
AAEL000726,AAEL000726-RA
AAEL000729,AAEL000729-RB
AAEL000729,AAEL000729-RC
AAEL000729,AAEL000729-RD
AAEL000729,AAEL000729-RE
AAEL000729,AAEL000729-RF
AAEL000730,AAEL000730-RA
AAEL000730,AAEL000730-RB
AAEL000732,AAEL000732-RA
AAEL000733,AAEL000733-RA
AAEL000735,AAEL000735-RA
AAEL000739,AAEL000739-RA
AAEL000744,AAEL000744-RA
AAEL000746,AAEL000746-RA
AAEL000747,AAEL000747-RB
AAEL000747,AAEL000747-RC
AAEL000747,AAEL000747-RD
AAEL000748,AAEL000748-RA
AAEL000749,AAEL000749-RA
AAEL000750,AAEL000750-RA
AAEL000751,AAEL000751-RA
AAEL000752,AAEL000752-RA
AAEL000752,AAEL000752-RB
AAEL000753,AAEL000753-RA
AAEL000755,AAEL000755-RA
AAEL000757,AAEL000757-RB
AAEL000757,AAEL000757-RC
AAEL000758,AAEL000758-RB
AAEL000759,AAEL000759-RA
AAEL000760,AAEL000760-RA
AAEL000760,AAEL000760-RB
AAEL000760,AAEL000760-RC
AAEL000762,AAEL000762-RB
AAEL000769,AAEL000769-RA
AAEL000770,AAEL000770-RB
AAEL000770,AAEL000770-RC
AAEL000770,AAEL000770-RD
AAEL000776,AAEL000776-RA
AAEL000780,AAEL000780-RA
AAEL000781,AAEL000781-RB
AAEL000781,AAEL000781-RC
AAEL000781,AAEL000781-RD
AAEL000781,AAEL000781-RE
AAEL000781,AAEL000781-RF
AAEL000781,AAEL000781-RG
AAEL000782,AAEL000782-RA
AAEL000785,AAEL000785-RA
AAEL000786,AAEL000786-RA
AAEL000787,AAEL000787-RA
AAEL000788,AAEL000788-RB
AAEL000788,AAEL000788-RC
AAEL000791,AAEL000791-RA
AAEL000793,AAEL000793-RA
AAEL000795,AAEL000795-RA
AAEL000797,AAEL000797-RA
AAEL000800,AAEL000800-RA
AAEL000801,AAEL000801-RA
AAEL000802,AAEL000802-RB
AAEL000803,AAEL000803-RB
AAEL000804,AAEL000804-RC
AAEL000805,AAEL000805-RA
AAEL000805,AAEL000805-RB
AAEL000807,AAEL000807-RA
AAEL000807,AAEL000807-RB
AAEL000808,AAEL000808-RA
AAEL000809,AAEL000809-RA
AAEL000810,AAEL000810-RB
AAEL000810,AAEL000810-RC
AAEL000810,AAEL000810-RD
AAEL000810,AAEL000810-RE
AAEL000810,AAEL000810-RF
AAEL000810,AAEL000810-RG
AAEL000811,AAEL000811-RA
AAEL000812,AAEL000812-RA
AAEL000813,AAEL000813-RA
AAEL000815,AAEL000815-RA
AAEL000815,AAEL000815-RB
AAEL000820,AAEL000820-RA
AAEL000821,AAEL000821-RB
AAEL000821,AAEL000821-RC
AAEL000822,AAEL000822-RA
AAEL000823,AAEL000823-RA
AAEL000824,AAEL000824-RC
AAEL000824,AAEL000824-RD
AAEL000824,AAEL000824-RE
AAEL000824,AAEL000824-RF
AAEL000824,AAEL000824-RG
AAEL000825,AAEL000825-RA
AAEL000826,AAEL000826-RA
AAEL000827,AAEL000827-RA
AAEL000829,AAEL000829-RA
AAEL000832,AAEL000832-RB
AAEL000833,AAEL000833-RA
AAEL000834,AAEL000834-RB
AAEL000834,AAEL000834-RC
AAEL000835,AAEL000835-RB
AAEL000836,AAEL000836-RA
AAEL000837,AAEL000837-RA
AAEL000839,AAEL000839-RA
AAEL000840,AAEL000840-RB
AAEL000840,AAEL000840-RC
AAEL000840,AAEL000840-RD
AAEL000840,AAEL000840-RE
AAEL000840,AAEL000840-RF
AAEL000840,AAEL000840-RG
AAEL000842,AAEL000842-RA
AAEL000843,AAEL000843-RA
AAEL000843,AAEL000843-RB
AAEL000844,AAEL000844-RA
AAEL000845,AAEL000845-RA
AAEL000845,AAEL000845-RB
AAEL000845,AAEL000845-RC
AAEL000845,AAEL000845-RD
AAEL000845,AAEL000845-RE
AAEL000845,AAEL000845-RF
AAEL000845,AAEL000845-RG
AAEL000845,AAEL000845-RH
AAEL000845,AAEL000845-RI
AAEL000845,AAEL000845-RJ
AAEL000846,AAEL000846-RB
AAEL000847,AAEL000847-RA
AAEL000849,AAEL000849-RB
AAEL000850,AAEL000850-RB
AAEL000850,AAEL000850-RC
AAEL000850,AAEL000850-RD
AAEL000850,AAEL000850-RE
AAEL000851,AAEL000851-RA
AAEL000852,AAEL000852-RA
AAEL000853,AAEL000853-RA
AAEL000853,AAEL000853-RB
AAEL000854,AAEL000854-RA
AAEL000854,AAEL000854-RB
AAEL000855,AAEL000855-RA
AAEL000856,AAEL000856-RA
AAEL000856,AAEL000856-RB
AAEL000856,AAEL000856-RC
AAEL000856,AAEL000856-RD
AAEL000856,AAEL000856-RE
AAEL000856,AAEL000856-RF
AAEL000856,AAEL000856-RG
AAEL000856,AAEL000856-RH
AAEL000857,AAEL000857-RA
AAEL000857,AAEL000857-RB
AAEL000859,AAEL000859-RA
AAEL000860,AAEL000860-RA
AAEL000860,AAEL000860-RB
AAEL000860,AAEL000860-RC
AAEL000860,AAEL000860-RD
AAEL000861,AAEL000861-RB
AAEL000861,AAEL000861-RC
AAEL000861,AAEL000861-RD
AAEL000863,AAEL000863-RA
AAEL000867,AAEL000867-RA
AAEL000869,AAEL000869-RA
AAEL000870,AAEL000870-RA
AAEL000871,AAEL000871-RA
AAEL000873,AAEL000873-RB
AAEL000873,AAEL000873-RC
AAEL000874,AAEL000874-RB
AAEL000874,AAEL000874-RC
AAEL000874,AAEL000874-RD
AAEL000874,AAEL000874-RE
AAEL000874,AAEL000874-RF
AAEL000875,AAEL000875-RA
AAEL000876,AAEL000876-RA
AAEL000878,AAEL000878-RA
AAEL000881,AAEL000881-RA
AAEL000882,AAEL000882-RB
AAEL000883,AAEL000883-RB
AAEL000885,AAEL000885-RB
AAEL000886,AAEL000886-RA
AAEL000889,AAEL000889-RA
AAEL000890,AAEL000890-RA
AAEL000893,AAEL000893-RA
AAEL000894,AAEL000894-RB
AAEL000896,AAEL000896-RA
AAEL000897,AAEL000897-RA
AAEL000898,AAEL000898-RB
AAEL000899,AAEL000899-RA
AAEL000900,AAEL000900-RB
AAEL000902,AAEL000902-RA
AAEL000902,AAEL000902-RB
AAEL000903,AAEL000903-RA
AAEL000904,AAEL000904-RA
AAEL000905,AAEL000905-RB
AAEL000910,AAEL000910-RA
AAEL000911,AAEL000911-RA
AAEL000912,AAEL000912-RA
AAEL000914,AAEL000914-RA
AAEL000914,AAEL000914-RB
AAEL000915,AAEL000915-RB
AAEL000916,AAEL000916-RA
AAEL000918,AAEL000918-RA
AAEL000918,AAEL000918-RB
AAEL000921,AAEL000921-RA
AAEL000922,AAEL000922-RA
AAEL000923,AAEL000923-RA
AAEL000924,AAEL000924-RA
AAEL000925,AAEL000925-RA
AAEL000926,AAEL000926-RB
AAEL000928,AAEL000928-RB
AAEL000930,AAEL000930-RB
AAEL000930,AAEL000930-RC
AAEL000930,AAEL000930-RD
AAEL000931,AAEL000931-RA
AAEL000932,AAEL000932-RA
AAEL000933,AAEL000933-RA
AAEL000934,AAEL000934-RF
AAEL000934,AAEL000934-RG
AAEL000934,AAEL000934-RH
AAEL000934,AAEL000934-RI
AAEL000936,AAEL000936-RA
AAEL000937,AAEL000937-RA
AAEL000937,AAEL000937-RB
AAEL000938,AAEL000938-RA
AAEL000939,AAEL000939-RA
AAEL000939,AAEL000939-RB
AAEL000940,AAEL000940-RA
AAEL000941,AAEL000941-RA
AAEL000942,AAEL000942-RA
AAEL000942,AAEL000942-RB
AAEL000943,AAEL000943-RA
AAEL000944,AAEL000944-RA
AAEL000944,AAEL000944-RB
AAEL000947,AAEL000947-RA
AAEL000948,AAEL000948-RA
AAEL000949,AAEL000949-RB
AAEL000949,AAEL000949-RC
AAEL000949,AAEL000949-RD
AAEL000949,AAEL000949-RE
AAEL000949,AAEL000949-RF
AAEL000949,AAEL000949-RG
AAEL000949,AAEL000949-RH
AAEL000949,AAEL000949-RI
AAEL000950,AAEL000950-RA
AAEL000951,AAEL000951-RA
AAEL000952,AAEL000952-RB
AAEL000953,AAEL000953-RB
AAEL000953,AAEL000953-RC
AAEL000955,AAEL000955-RA
AAEL000956,AAEL000956-RB
AAEL000956,AAEL000956-RC
AAEL000956,AAEL000956-RD
AAEL000956,AAEL000956-RE
AAEL000956,AAEL000956-RF
AAEL000956,AAEL000956-RG
AAEL000956,AAEL000956-RH
AAEL000956,AAEL000956-RI
AAEL000956,AAEL000956-RJ
AAEL000956,AAEL000956-RK
AAEL000958,AAEL000958-RB
AAEL000961,AAEL000961-RA
AAEL000962,AAEL000962-RA
AAEL000963,AAEL000963-RA
AAEL000964,AAEL000964-RA
AAEL000965,AAEL000965-RA
AAEL000965,AAEL000965-RB
AAEL000965,AAEL000965-RC
AAEL000965,AAEL000965-RD
AAEL000967,AAEL000967-RB
AAEL000967,AAEL000967-RC
AAEL000967,AAEL000967-RD
AAEL000967,AAEL000967-RE
AAEL000967,AAEL000967-RF
AAEL000970,AAEL000970-RB
AAEL000970,AAEL000970-RC
AAEL000970,AAEL000970-RD
AAEL000970,AAEL000970-RE
AAEL000970,AAEL000970-RF
AAEL000970,AAEL000970-RG
AAEL000970,AAEL000970-RH
AAEL000970,AAEL000970-RI
AAEL000973,AAEL000973-RA
AAEL000978,AAEL000978-RB
AAEL000979,AAEL000979-RA
AAEL000980,AAEL000980-RA
AAEL000980,AAEL000980-RB
AAEL000981,AAEL000981-RA
AAEL000981,AAEL000981-RB
AAEL000982,AAEL000982-RA
AAEL000983,AAEL000983-RA
AAEL000983,AAEL000983-RB
AAEL000983,AAEL000983-RE
AAEL000983,AAEL000983-RF
AAEL000983,AAEL000983-RG
AAEL000983,AAEL000983-RH
AAEL000984,AAEL000984-RB
AAEL000984,AAEL000984-RC
AAEL000984,AAEL000984-RD
AAEL000984,AAEL000984-RE
AAEL000985,AAEL000985-RA
AAEL000985,AAEL000985-RB
AAEL000985,AAEL000985-RC
AAEL000985,AAEL000985-RD
AAEL000986,AAEL000986-RB
AAEL000987,AAEL000987-RA
AAEL000993,AAEL000993-RB
AAEL000994,AAEL000994-RA
AAEL000994,AAEL000994-RB
AAEL000994,AAEL000994-RC
AAEL000994,AAEL000994-RD
AAEL000994,AAEL000994-RE
AAEL000994,AAEL000994-RF
AAEL000994,AAEL000994-RG
AAEL000994,AAEL000994-RH
AAEL000994,AAEL000994-RI
AAEL000994,AAEL000994-RJ
AAEL000994,AAEL000994-RK
AAEL000994,AAEL000994-RL
AAEL000994,AAEL000994-RM
AAEL000994,AAEL000994-RN
AAEL000994,AAEL000994-RO
AAEL000996,AAEL000996-RA
AAEL000997,AAEL000997-RB
AAEL000999,AAEL000999-RA
AAEL001000,AAEL001000-RA
AAEL001001,AAEL001001-RA
AAEL001005,AAEL001005-RA
AAEL001007,AAEL001007-RA
AAEL001008,AAEL001008-RA
AAEL001009,AAEL001009-RB
AAEL001010,AAEL001010-RB
AAEL001014,AAEL001014-RA
AAEL001015,AAEL001015-RA
AAEL001016,AAEL001016-RA
AAEL001016,AAEL001016-RB
AAEL001020,AAEL001020-RB
AAEL001020,AAEL001020-RC
AAEL001020,AAEL001020-RD
AAEL001022,AAEL001022-RA
AAEL001022,AAEL001022-RB
AAEL001024,AAEL001024-RA
AAEL001024,AAEL001024-RB
AAEL001029,AAEL001029-RA
AAEL001030,AAEL001030-RA
AAEL001031,AAEL001031-RA
AAEL001032,AAEL001032-RA
AAEL001033,AAEL001033-RA
AAEL001033,AAEL001033-RB
AAEL001033,AAEL001033-RC
AAEL001033,AAEL001033-RD
AAEL001033,AAEL001033-RE
AAEL001033,AAEL001033-RF
AAEL001036,AAEL001036-RA
AAEL001036,AAEL001036-RB
AAEL001036,AAEL001036-RC
AAEL001037,AAEL001037-RA
AAEL001038,AAEL001038-RA
AAEL001039,AAEL001039-RB
AAEL001039,AAEL001039-RC
AAEL001041,AAEL001041-RA
AAEL001041,AAEL001041-RB
AAEL001041,AAEL001041-RC
AAEL001041,AAEL001041-RD
AAEL001041,AAEL001041-RE
AAEL001041,AAEL001041-RF
AAEL001041,AAEL001041-RG
AAEL001041,AAEL001041-RH
AAEL001041,AAEL001041-RI
AAEL001041,AAEL001041-RJ
AAEL001041,AAEL001041-RK
AAEL001041,AAEL001041-RL
AAEL001041,AAEL001041-RM
AAEL001041,AAEL001041-RN
AAEL001041,AAEL001041-RO
AAEL001041,AAEL001041-RP
AAEL001041,AAEL001041-RQ
AAEL001041,AAEL001041-RR
AAEL001041,AAEL001041-RS
AAEL001044,AAEL001044-RA
AAEL001046,AAEL001046-RB
AAEL001046,AAEL001046-RC
AAEL001047,AAEL001047-RA
AAEL001048,AAEL001048-RA
AAEL001050,AAEL001050-RA
AAEL001052,AAEL001052-RA
AAEL001054,AAEL001054-RB
AAEL001057,AAEL001057-RA
AAEL001059,AAEL001059-RA
AAEL001060,AAEL001060-RA
AAEL001060,AAEL001060-RB
AAEL001060,AAEL001060-RC
AAEL001061,AAEL001061-RA
AAEL001061,AAEL001061-RB
AAEL001061,AAEL001061-RC
AAEL001062,AAEL001062-RB
AAEL001063,AAEL001063-RA
AAEL001065,AAEL001065-RA
AAEL001067,AAEL001067-RA
AAEL001068,AAEL001068-RA
AAEL001071,AAEL001071-RA
AAEL001073,AAEL001073-RA
AAEL001074,AAEL001074-RB
AAEL001074,AAEL001074-RC
AAEL001074,AAEL001074-RD
AAEL001076,AAEL001076-RB
AAEL001076,AAEL001076-RC
AAEL001076,AAEL001076-RD
AAEL001076,AAEL001076-RE
AAEL001076,AAEL001076-RF
AAEL001076,AAEL001076-RG
AAEL001076,AAEL001076-RH
AAEL001076,AAEL001076-RI
AAEL001077,AAEL001077-RA
AAEL001080,AAEL001080-RA
AAEL001082,AAEL001082-RA
AAEL001084,AAEL001084-RA
AAEL001085,AAEL001085-RA
AAEL001086,AAEL001086-RB
AAEL001087,AAEL001087-RB
AAEL001088,AAEL001088-RB
AAEL001088,AAEL001088-RC
AAEL001089,AAEL001089-RA
AAEL001090,AAEL001090-RA
AAEL001091,AAEL001091-RA
AAEL001092,AAEL001092-RA
AAEL001094,AAEL001094-RA
AAEL001094,AAEL001094-RB
AAEL001094,AAEL001094-RC
AAEL001094,AAEL001094-RD
AAEL001095,AAEL001095-RA
AAEL001096,AAEL001096-RA
AAEL001098,AAEL001098-RA
AAEL001099,AAEL001099-RA
AAEL001099,AAEL001099-RB
AAEL001099,AAEL001099-RC
AAEL001100,AAEL001100-RB
AAEL001100,AAEL001100-RC
AAEL001101,AAEL001101-RA
AAEL001102,AAEL001102-RA
AAEL001103,AAEL001103-RA
AAEL001104,AAEL001104-RA
AAEL001104,AAEL001104-RB
AAEL001105,AAEL001105-RD
AAEL001105,AAEL001105-RE
AAEL001106,AAEL001106-RA
AAEL001109,AAEL001109-RA
AAEL001112,AAEL001112-RB
AAEL001113,AAEL001113-RA
AAEL001113,AAEL001113-RB
AAEL001114,AAEL001114-RA
AAEL001116,AAEL001116-RB
AAEL001118,AAEL001118-RB
AAEL001119,AAEL001119-RB
AAEL001119,AAEL001119-RC
AAEL001119,AAEL001119-RD
AAEL001119,AAEL001119-RE
AAEL001119,AAEL001119-RF
AAEL001119,AAEL001119-RG
AAEL001119,AAEL001119-RH
AAEL001123,AAEL001123-RA
AAEL001124,AAEL001124-RA
AAEL001126,AAEL001126-RB
AAEL001126,AAEL001126-RC
AAEL001126,AAEL001126-RD
AAEL001126,AAEL001126-RE
AAEL001127,AAEL001127-RA
AAEL001127,AAEL001127-RB
AAEL001128,AAEL001128-RA
AAEL001129,AAEL001129-RA
AAEL001130,AAEL001130-RA
AAEL001131,AAEL001131-RA
AAEL001132,AAEL001132-RA
AAEL001134,AAEL001134-RA
AAEL001137,AAEL001137-RA
AAEL001139,AAEL001139-RA
AAEL001140,AAEL001140-RB
AAEL001141,AAEL001141-RA
AAEL001141,AAEL001141-RB
AAEL001141,AAEL001141-RC
AAEL001141,AAEL001141-RD
AAEL001142,AAEL001142-RB
AAEL001142,AAEL001142-RC
AAEL001142,AAEL001142-RD
AAEL001142,AAEL001142-RE
AAEL001142,AAEL001142-RF
AAEL001142,AAEL001142-RG
AAEL001143,AAEL001143-RB
AAEL001144,AAEL001144-RA
AAEL001144,AAEL001144-RB
AAEL001146,AAEL001146-RA
AAEL001148,AAEL001148-RB
AAEL001151,AAEL001151-RA
AAEL001152,AAEL001152-RB
AAEL001154,AAEL001154-RA
AAEL001155,AAEL001155-RA
AAEL001156,AAEL001156-RA
AAEL001156,AAEL001156-RB
AAEL001159,AAEL001159-RA
AAEL001162,AAEL001162-RA
AAEL001162,AAEL001162-RB
AAEL001163,AAEL001163-RA
AAEL001164,AAEL001164-RA
AAEL001166,AAEL001166-RA
AAEL001166,AAEL001166-RB
AAEL001166,AAEL001166-RC
AAEL001167,AAEL001167-RA
AAEL001167,AAEL001167-RB
AAEL001167,AAEL001167-RC
AAEL001167,AAEL001167-RD
AAEL001167,AAEL001167-RE
AAEL001167,AAEL001167-RF
AAEL001167,AAEL001167-RG
AAEL001167,AAEL001167-RH
AAEL001167,AAEL001167-RI
AAEL001167,AAEL001167-RJ
AAEL001167,AAEL001167-RK
AAEL001168,AAEL001168-RB
AAEL001168,AAEL001168-RC
AAEL001168,AAEL001168-RD
AAEL001168,AAEL001168-RE
AAEL001168,AAEL001168-RF
AAEL001169,AAEL001169-RA
AAEL001170,AAEL001170-RA
AAEL001171,AAEL001171-RA
AAEL001172,AAEL001172-RA
AAEL001172,AAEL001172-RB
AAEL001173,AAEL001173-RA
AAEL001173,AAEL001173-RB
AAEL001173,AAEL001173-RC
AAEL001175,AAEL001175-RA
AAEL001176,AAEL001176-RA
AAEL001176,AAEL001176-RB
AAEL001177,AAEL001177-RA
AAEL001178,AAEL001178-RB
AAEL001181,AAEL001181-RB
AAEL001182,AAEL001182-RA
AAEL001183,AAEL001183-RA
AAEL001184,AAEL001184-RA
AAEL001184,AAEL001184-RB
AAEL001184,AAEL001184-RC
AAEL001184,AAEL001184-RD
AAEL001184,AAEL001184-RE
AAEL001184,AAEL001184-RF
AAEL001185,AAEL001185-RA
AAEL001187,AAEL001187-RA
AAEL001188,AAEL001188-RA
AAEL001189,AAEL001189-RA
AAEL001190,AAEL001190-RA
AAEL001191,AAEL001191-RA
AAEL001191,AAEL001191-RB
AAEL001191,AAEL001191-RC
AAEL001191,AAEL001191-RD
AAEL001192,AAEL001192-RB
AAEL001192,AAEL001192-RC
AAEL001194,AAEL001194-RA
AAEL001195,AAEL001195-RA
AAEL001196,AAEL001196-RB
AAEL001196,AAEL001196-RC
AAEL001196,AAEL001196-RD
AAEL001198,AAEL001198-RA
AAEL001198,AAEL001198-RB
AAEL001198,AAEL001198-RC
AAEL001199,AAEL001199-RA
AAEL001200,AAEL001200-RA
AAEL001200,AAEL001200-RB
AAEL001201,AAEL001201-RB
AAEL001201,AAEL001201-RC
AAEL001202,AAEL001202-RA
AAEL001203,AAEL001203-RB
AAEL001204,AAEL001204-RA
AAEL001204,AAEL001204-RB
AAEL001204,AAEL001204-RC
AAEL001205,AAEL001205-RA
AAEL001206,AAEL001206-RB
AAEL001206,AAEL001206-RC
AAEL001206,AAEL001206-RD
AAEL001206,AAEL001206-RE
AAEL001207,AAEL001207-RB
AAEL001207,AAEL001207-RC
AAEL001207,AAEL001207-RD
AAEL001207,AAEL001207-RE
AAEL001208,AAEL001208-RA
AAEL001208,AAEL001208-RB
AAEL001208,AAEL001208-RC
AAEL001208,AAEL001208-RD
AAEL001208,AAEL001208-RE
AAEL001208,AAEL001208-RF
AAEL001208,AAEL001208-RG
AAEL001209,AAEL001209-RA
AAEL001209,AAEL001209-RB
AAEL001209,AAEL001209-RC
AAEL001209,AAEL001209-RD
AAEL001209,AAEL001209-RE
AAEL001209,AAEL001209-RF
AAEL001210,AAEL001210-RA
AAEL001211,AAEL001211-RA
AAEL001212,AAEL001212-RA
AAEL001215,AAEL001215-RA
AAEL001216,AAEL001216-RA
AAEL001218,AAEL001218-RA
AAEL001219,AAEL001219-RA
AAEL001219,AAEL001219-RB
AAEL001220,AAEL001220-RB
AAEL001220,AAEL001220-RC
AAEL001221,AAEL001221-RA
AAEL001223,AAEL001223-RA
AAEL001224,AAEL001224-RA
AAEL001227,AAEL001227-RB
AAEL001228,AAEL001228-RA
AAEL001228,AAEL001228-RB
AAEL001229,AAEL001229-RA
AAEL001231,AAEL001231-RB
AAEL001231,AAEL001231-RC
AAEL001231,AAEL001231-RD
AAEL001231,AAEL001231-RE
AAEL001231,AAEL001231-RF
AAEL001231,AAEL001231-RG
AAEL001231,AAEL001231-RH
AAEL001231,AAEL001231-RI
AAEL001231,AAEL001231-RJ
AAEL001232,AAEL001232-RA
AAEL001232,AAEL001232-RB
AAEL001233,AAEL001233-RA
AAEL001235,AAEL001235-RA
AAEL001236,AAEL001236-RA
AAEL001237,AAEL001237-RB
AAEL001238,AAEL001238-RB
AAEL001240,AAEL001240-RB
AAEL001241,AAEL001241-RA
AAEL001242,AAEL001242-RB
AAEL001242,AAEL001242-RC
AAEL001242,AAEL001242-RD
AAEL001243,AAEL001243-RB
AAEL001243,AAEL001243-RC
AAEL001244,AAEL001244-RB
AAEL001245,AAEL001245-RB
AAEL001245,AAEL001245-RC
AAEL001245,AAEL001245-RD
AAEL001245,AAEL001245-RE
AAEL001245,AAEL001245-RF
AAEL001245,AAEL001245-RG
AAEL001245,AAEL001245-RH
AAEL001245,AAEL001245-RI
AAEL001245,AAEL001245-RJ
AAEL001245,AAEL001245-RK
AAEL001245,AAEL001245-RL
AAEL001245,AAEL001245-RM
AAEL001245,AAEL001245-RN
AAEL001245,AAEL001245-RO
AAEL001245,AAEL001245-RP
AAEL001245,AAEL001245-RQ
AAEL001245,AAEL001245-RR
AAEL001245,AAEL001245-RS
AAEL001245,AAEL001245-RT
AAEL001245,AAEL001245-RU
AAEL001245,AAEL001245-RV
AAEL001246,AAEL001246-RA
AAEL001247,AAEL001247-RA
AAEL001248,AAEL001248-RA
AAEL001248,AAEL001248-RB
AAEL001249,AAEL001249-RA
AAEL001250,AAEL001250-RA
AAEL001252,AAEL001252-RA
AAEL001252,AAEL001252-RB
AAEL001252,AAEL001252-RC
AAEL001254,AAEL001254-RA
AAEL001254,AAEL001254-RB
AAEL001254,AAEL001254-RC
AAEL001255,AAEL001255-RB
AAEL001255,AAEL001255-RC
AAEL001256,AAEL001256-RA
AAEL001257,AAEL001257-RA
AAEL001258,AAEL001258-RA
AAEL001260,AAEL001260-RA
AAEL001261,AAEL001261-RA
AAEL001263,AAEL001263-RA
AAEL001267,AAEL001267-RA
AAEL001268,AAEL001268-RB
AAEL001268,AAEL001268-RC
AAEL001268,AAEL001268-RD
AAEL001268,AAEL001268-RE
AAEL001268,AAEL001268-RF
AAEL001268,AAEL001268-RG
AAEL001268,AAEL001268-RH
AAEL001268,AAEL001268-RI
AAEL001268,AAEL001268-RJ
AAEL001268,AAEL001268-RK
AAEL001270,AAEL001270-RB
AAEL001271,AAEL001271-RA
AAEL001271,AAEL001271-RB
AAEL001273,AAEL001273-RA
AAEL001275,AAEL001275-RA
AAEL001275,AAEL001275-RB
AAEL001277,AAEL001277-RB
AAEL001277,AAEL001277-RC
AAEL001278,AAEL001278-RA
AAEL001281,AAEL001281-RB
AAEL001281,AAEL001281-RC
AAEL001281,AAEL001281-RD
AAEL001281,AAEL001281-RE
AAEL001281,AAEL001281-RF
AAEL001281,AAEL001281-RG
AAEL001281,AAEL001281-RH
AAEL001281,AAEL001281-RI
AAEL001281,AAEL001281-RJ
AAEL001281,AAEL001281-RK
AAEL001281,AAEL001281-RL
AAEL001286,AAEL001286-RA
AAEL001287,AAEL001287-RA
AAEL001289,AAEL001289-RA
AAEL001289,AAEL001289-RB
AAEL001289,AAEL001289-RC
AAEL001290,AAEL001290-RA
AAEL001292,AAEL001292-RA
AAEL001293,AAEL001293-RD
AAEL001293,AAEL001293-RE
AAEL001294,AAEL001294-RA
AAEL001295,AAEL001295-RA
AAEL001299,AAEL001299-RB
AAEL001300,AAEL001300-RA
AAEL001301,AAEL001301-RA
AAEL001304,AAEL001304-RA
AAEL001304,AAEL001304-RB
AAEL001304,AAEL001304-RC
AAEL001304,AAEL001304-RD
AAEL001304,AAEL001304-RE
AAEL001304,AAEL001304-RF
AAEL001304,AAEL001304-RG
AAEL001304,AAEL001304-RH
AAEL001304,AAEL001304-RI
AAEL001305,AAEL001305-RA
AAEL001306,AAEL001306-RA
AAEL001306,AAEL001306-RB
AAEL001307,AAEL001307-RA
AAEL001308,AAEL001308-RA
AAEL001309,AAEL001309-RA
AAEL001312,AAEL001312-RA
AAEL001313,AAEL001313-RA
AAEL001314,AAEL001314-RA
AAEL001315,AAEL001315-RA
AAEL001316,AAEL001316-RA
AAEL001317,AAEL001317-RA
AAEL001318,AAEL001318-RB
AAEL001319,AAEL001319-RB
AAEL001320,AAEL001320-RA
AAEL001321,AAEL001321-RA
AAEL001321,AAEL001321-RB
AAEL001323,AAEL001323-RA
AAEL001323,AAEL001323-RB
AAEL001324,AAEL001324-RB
AAEL001325,AAEL001325-RA
AAEL001326,AAEL001326-RA
AAEL001328,AAEL001328-RA
AAEL001328,AAEL001328-RB
AAEL001329,AAEL001329-RA
AAEL001329,AAEL001329-RB
AAEL001329,AAEL001329-RC
AAEL001329,AAEL001329-RD
AAEL001329,AAEL001329-RE
AAEL001329,AAEL001329-RF
