,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AAEL019790,1.571323326,0.319113449,1.025652648,-0.311132087,0.755700209,0.825347896
AAEL019791,90.15713665,0.203955806,0.169230916,-1.205192355,0.228129053,0.339314177
AAEL019792,0,#VALUE!,NA,NA,NA,NA
AAEL019793,992.6298701,0.551521603,0.136759351,-4.03278899,5.51E-05,0.000187197
AAEL019794,9.205474393,-0.853946979,0.560907325,1.522438629,0.127899212,0.21437253
AAEL019795,124.3457402,2.367288003,0.178350343,-13.27324615,3.31E-40,7.97E-39
AAEL019796,0.706181554,1.363162954,2.233789821,-0.610246739,0.541698373,0.65604541
AAEL019797,3.395700535,5.248031111,3.067639162,-1.710771976,NA,NA
AAEL019798,6.933657205,5.771110742,1.419827422,-4.064656488,4.81E-05,0.000165052
AAEL019799,2056.584145,3.632147535,0.166438817,-21.82271895,1.41E-105,2.84E-103
AAEL019800,10.35968888,-4.588240497,0.808679779,5.67374209,1.40E-08,6.97E-08
AAEL019801,100.0419493,0.250754197,0.16802412,-1.492370243,0.135602111,0.224175927
AAEL019802,284.6011,0.021084991,0.145203088,-0.145210345,0.884544798,0.91975596
AAEL019803,13.32946743,0.0000183,0.40510283,-4.51E-05,0.999964041,0.999971119
AAEL019804,10.84617292,0.706117672,0.450855783,-1.56617193,0.117308372,0.200062259
AAEL019805,17.51816769,-3.449645591,0.535905777,6.437037515,1.22E-10,7.13E-10
AAEL019806,404.3530346,-3.477480362,0.264384726,13.15310612,1.63E-39,3.85E-38
AAEL019807,10.35465065,0.012437873,0.49617282,-0.025067623,0.980001025,0.985837607
AAEL019808,0.098502594,-0.050796948,3.225918525,0.015746507,0.987436625,NA
AAEL019809,0,#VALUE!,NA,NA,NA,NA
AAEL019810,2.408462056,-1.94610668,0.98633442,1.973069824,0.048487608,0.094318564
AAEL019811,0.372338524,-0.342798465,2.083775069,0.164508382,0.869330949,NA
AAEL019812,658.907583,3.803610411,0.121938206,-31.19293407,1.33E-213,2.40E-210
AAEL019813,13.34370296,1.818224082,0.426567727,-4.262451115,2.02E-05,7.26E-05
AAEL019814,60.62980384,3.021387495,0.275342094,-10.97321318,5.14E-28,7.41E-27
AAEL019815,0.188864715,1.109300865,3.184326101,-0.348362834,0.727567711,NA
AAEL019816,0.411656137,1.19119233,1.952498087,-0.610086298,0.541804643,NA
AAEL019817,10.24488618,-1.224157499,0.430477215,2.843721934,0.004458994,0.011112835
AAEL019818,0.23503745,-1.733919142,3.225918525,0.53749626,0.590924868,NA
AAEL019819,74.90312562,-0.50158133,0.156813738,3.198580275,0.001381061,0.003794248
AAEL019820,19.59671915,2.659388851,0.402030589,-6.61489181,3.72E-11,2.26E-10
AAEL019821,0.194882544,1.143119185,3.182327013,-0.359208586,0.719439054,NA
AAEL019822,9.766442142,-1.858432692,0.603536919,3.07923614,0.002075321,0.005519666
AAEL019823,172.7808966,-1.101721224,0.159200579,6.920334289,4.51E-12,2.92E-11
AAEL019824,105.6072659,1.965493329,0.162066645,-12.12768571,7.53E-34,1.44E-32
AAEL019825,323.5471814,0.483077148,0.117834163,-4.099635747,4.14E-05,0.000143108
AAEL019826,941.7916904,3.081253275,0.213457822,-14.43495133,3.12E-47,9.88E-46
AAEL019827,113.8287188,1.473454557,0.216688027,-6.799889106,1.05E-11,6.61E-11
AAEL019828,543.0211532,-5.506318645,0.997601549,5.519557031,3.40E-08,1.63E-07
AAEL019829,0.36697162,-2.220721696,2.406593486,0.922765606,0.356129368,NA
AAEL019830,105.7684508,1.507286508,0.200100334,-7.53265363,4.97E-14,3.62E-13
AAEL019831,4.877070418,0.425509365,0.600575226,-0.708503027,0.478632933,0.596959929
AAEL019832,1.387126185,0.999169301,1.223282567,-0.816793542,0.414046423,0.534237125
AAEL019833,987.1901908,1.152040509,0.125541465,-9.176573707,4.45E-20,4.48E-19
AAEL019834,0.808810214,3.142952988,1.645798279,-1.909682996,0.056174042,0.107332241
AAEL019835,0.408629309,-0.298841408,2.056352133,0.145325989,0.884453496,NA
AAEL019836,71.04672485,1.598126153,0.266834372,-5.989206496,2.11E-09,1.12E-08
AAEL019837,8.524530866,3.345561497,0.603138309,-5.546922562,2.91E-08,1.41E-07
AAEL019838,0.440162288,1.381569462,2.32614299,-0.593931443,0.552557968,NA
AAEL019839,3.881464526,-1.01621962,0.71999618,1.411423626,0.158119741,0.253841195
AAEL019840,0.914655034,0.507730346,2.242137123,-0.226449284,0.820852,0.874268803
AAEL019841,15.33918786,0.990577963,0.374844522,-2.642636891,0.00822632,0.019455123
AAEL019842,0.121414703,0.607566078,3.217099397,-0.18885524,0.850206276,NA
AAEL019843,91.00253086,-1.00689713,0.204754508,4.917582232,8.76E-07,3.67E-06
AAEL019844,9.457251169,1.291789474,0.528978864,-2.442043645,0.014604381,0.032514639
AAEL019845,99.82482629,0.4542907,0.179800491,-2.526637706,0.011516023,0.026228871
AAEL019846,14.21213058,1.661945859,0.36344314,-4.572780923,4.81E-06,1.86E-05
AAEL019847,4.418533243,1.600503969,0.616246927,-2.597179636,0.009399275,0.021859743
AAEL019848,5.311825885,2.956439112,0.808411312,-3.657097654,0.000255087,0.000790444
AAEL019849,18.72539085,5.810120164,0.772953641,-7.516777018,5.61E-14,4.07E-13
AAEL019850,0.12966182,0.661836087,3.214257611,-0.205906361,0.836864057,NA
AAEL019851,195.4930376,0.85767419,0.136514196,-6.282673995,3.33E-10,1.88E-09
AAEL019852,47.97466234,1.582022408,0.253084094,-6.250975253,4.08E-10,2.29E-09
AAEL019853,10.61326346,2.435466844,0.491861341,-4.951531335,7.36E-07,3.11E-06
AAEL019854,71.80106001,1.460982043,0.19124138,-7.639466098,2.18E-14,1.62E-13
AAEL019855,222.1197369,0.426478616,0.130920397,-3.257541423,0.001123819,0.003132351
AAEL019856,1.517448969,-1.502102094,1.404910169,1.069180171,0.284988492,0.402703203
AAEL019857,16.86238149,-6.292870457,1.014593898,6.202353938,5.56E-10,3.09E-09
AAEL019858,1.597771993,3.543720262,1.16308129,-3.046837992,0.002312623,0.006097047
AAEL019859,18.52627208,2.441965212,0.369050673,-6.616883233,3.67E-11,2.23E-10
AAEL019860,28.62981226,2.20515763,0.290523495,-7.590290175,3.19E-14,2.35E-13
AAEL019861,211.532372,3.294533367,0.237617546,-13.86485728,1.03E-43,2.85E-42
AAEL019862,15.93878158,0.552723186,0.388104089,-1.424162232,0.154399515,0.248878109
AAEL019863,86.92567685,2.104649095,0.235693951,-8.929584697,4.28E-19,4.09E-18
AAEL019864,53.14065022,-0.536402151,0.287569616,1.865294943,0.062140074,0.117106583
AAEL019865,6.905841047,-1.008501621,0.470151281,2.145057692,0.031948235,0.065309058
AAEL019866,27.47476764,0.750678069,0.265715183,-2.825122979,0.004726247,0.011725832
AAEL019867,1.082017636,2.301177706,1.663281573,-1.383516624,0.166506514,0.264688733
AAEL019868,9.223093069,-0.71358339,0.580759,1.228708276,0.219181202,0.328629124
AAEL019869,0.365009844,-2.218039955,2.408654602,0.920862607,0.357122164,NA
